Origin Page,Destination Page,Link Text,Sentence Text,Wikidata Property Label,Direction
Italian LNP Cup,Italy,Italian,The Italian LNP Cup Italian Coppa Italia LNP known as Turkish Airlines Cup for sponsorship reasons is an annual cup competition for Italian basketball teams organized by Italys second league in the Italian basketball league system the Serie A2 Basket,P17,Forwards
Anna Costalunga,1992SummerOlympics,1992 Summer Olympics,She competed in the womens tournament at the 1992 Summer Olympics,P1344,Forwards
Sporting Sports Arena,Greece,Greece,Sporting Sports Arena AKA Sporting Indoor Hall is an indoor basketball sporting arena that is located in the area of Patissia Athens Greece,P17,Forwards
Killeen High School,UnitedStates,USA,Killeen High School is a 6A public high school located in Killeen Texas USA,P17,Forwards
Piraeus,Greece,Greece,Piraeus paɪˈriːəs pɪˈreɪəs Greek Πειραιάς Pireás pireˈas Ancient Greek Πειραιεύς Peiraieús pronounced160peːrai̯eús is a port city within the Athens urban area “greater Athens” in the Attica region of Greece,P17,Forwards
Meadow High School Texas,UnitedStates,USA,Meadow High School or Meadow School is a 1A public high school located in Meadow Texas USA,P17,Forwards
Gary Tuttle,UnitedStates,American,Gary Tuttle born October 12 1947 is an American long distance runner and local politician from Ventura California,P27,Forwards
Ioannis Milonas,Smallforward,small forward,At a height of 202 m 6 7mwparseroutput fracwhitespacenowrapmwparseroutput frac nummwparseroutput frac denfontsize80lineheight0verticalalignsupermwparseroutput frac denverticalalignsubmwparseroutput sronlyborder0cliprect0000height1pxmargin1pxoverflowhiddenpadding0positionabsolutewidth1px182602 he played at the small forward position,P413,Forwards
Torino Palavela,Italy,Italy,Palavela formerly known as Palazzo delle Mostre and Palazzo a Vela is an indoor arena that is located in Turin Italy on the bank of the River Po,P17,Forwards
Melbourne High School,VictoriaAustralia,Victoria,Melbourne High School is a governmentfunded singlesex academically selective secondary day school for boys located in the Melbourne suburb of South Yarra Victoria Australia,P131,Forwards
Sharone Wright,NationalBasketballAssociation,NBA,He played four NBA seasons with the 76ers and Toronto Raptors,P118,Forwards
Ivan Zoroski,Pointguard,point guard,Standing at 197 m 6160ft 5 382604 in he played at the point guard and shooting guard positions,P413,Forwards
Estadio Obras Sanitarias,Argentina,Argentina,Estadio Obras Sanitarias also known as Arena Obras Sanitarias and Templo del Rock is an indoor arena that is located in Buenos Aires Argentina,P17,Forwards
1986 in sports,1987insports,1987,1983160198416019851601986160198716019881601989,P155,Backwards
Toms Leimanis,Pointguard,point guard,Standing at 190160m 6160ft 3160in Leimanis plays both point guard and shooting guard positions,P413,Forwards
1952 in sports,1951insports,1951,1949160195016019511601952160195316019541601955,P155,Forwards
Siegfried Reischies,1936SummerOlympics,1936 Summer Olympics,He competed in the mens tournament at the 1936 Summer Olympics,P1344,Forwards
Rodney Monroe,NationalBasketballAssociation,National Basketball Association,Rodney Eugene Monroe born April 16 1968 is a retired American professional basketball player who played in the National Basketball Association NBA and other leagues,P118,Forwards
1970 in sports,1969insports,1969,1967160196816019691601970160197116019721601973,P155,Forwards
1982 in sports,1981insports,1981,1979160198016019811601982160198316019841601985,P156,Backwards
Hargrave High School,UnitedStates,United States,Hargrave High School is public high school in the Huffman community of unincorporated Harris County Texas United States,P17,Forwards
Hart JuniorSenior High School,UnitedStates,USA,Hart JuniorSenior High School is a public high school located in Hart Texas USA and classified as a 1A school by the UIL,P17,Forwards
Georgios Dedas,Smallforward,small forward,During his playing career at a height of 200 m 66 mwparseroutput fracwhitespacenowrapmwparseroutput frac nummwparseroutput frac denfontsize80lineheight0verticalalignsupermwparseroutput frac denverticalalignsubmwparseroutput sronlyborder0cliprect0000height1pxmargin1pxoverflowhiddenpadding0positionabsolutewidth1px382604 tall and a weight of 100160kg 220160lbs he played at the shooting guard and small forward positions,P413,Forwards
1961 in sports,1960insports,1960,1958160195916019601601961160196216019631601964,P155,Forwards
Antonis Koniaris,Pointguard,point guard,He is a 193 m 64 tall point guard,P413,Forwards
Jason Collins,Centerbasketball,center,Jason Paul Collins born December 2 1978 is an American former professional basketball player who was a center for 13 seasons in the National Basketball Association NBA,P413,Forwards
Eric Montross,NationalBasketballAssociation,National Basketball Association,Eric Scott Montross born September 23 1971 is an American retired professional basketball player who played in the National Basketball Association NBA for eight seasons with the Boston Celtics Dallas Mavericks New Jersey Nets Philadelphia 76ers Detroit Pistons and Toronto Raptors,P118,Forwards
1973 in sports,1974insports,1974,1970160197116019721601973160197416019751601976,P155,Backwards
1985 in sports,1984insports,1984,1982160198316019841601985160198616019871601988,P155,Forwards
Athinaikos FC,Greece,Greece,Athinaikos officially known as Athinaikos AS FC Greek Αθηναϊκός Αθλητικός Σύλλογος  Athinaikos Athlitikos Syllogos the Athenaic Athletic Association is a Greek association football club based in the city of Athens Greece,P17,Forwards
Rule High School Texas,UnitedStates,USA,Rule High School or Rule School  is a public high school located in Rule Texas USA,P17,Forwards
1975 in sports,1976insports,1976,1972160197316019741601975160197616019771601978,P156,Forwards
Saint Augustine High School Laredo Texas,LaredoTexas,Laredo Texas,Augustine High School  is a Catholic Diocesan coeducational private high school located in Laredo Texas,P131,Forwards
1954 in sports,1953insports,1953,1951160195216019531601954160195516019561601957,P156,Backwards
Chambersburg Area School District,ChambersburgAreaSeniorHighSchool,Chambersburg Area Senior High School,It operates the following schools Andrew Buchanan Elementary Guilford Hills Elementary  South Hamilton Elementary Benjamin Chambers Elementary Hamilton Heights Elementary Thaddeus Stevens Elementary Lurgan Elementary Falling Spring Elementary Grandview Elementary Scotland Elementary Marion Elementary Fayetteville Elementary New Franklin Elementary Chambersburg Area Middle School South Chambersburg Area Middle School North Chambersburg Area Senior High School and the Career Magnet School,P5353,Backwards
Holliday High School,UnitedStates,USA,Holliday High School is a public high school located in Holliday Texas USA and classified as a 3A school by the UIL,P17,Forwards
Basketball at the 1999 Summer Universiade,Spain,Spain,Basketball events were contested at the 1999 Summer Universiade in Palma de Mallorca Spain,P17,Forwards
Oswego East High School,UnitedStates,United States,Oswego East High School or OEHS is a public fouryear high school located in Oswego Illinois a southwest suburb of Chicago Illinois in the United States,P17,Forwards
1958 in sports,1959insports,1959,1955160195616019571601958160195916019601601961,P156,Forwards
Lonny Baxter,Powerforwardbasketball,power forward,He is 6160ft 8160in 203160m in height and played the power forward and center positions,P413,Forwards
World War I,WorldWarII,second world war,However despite the conclusive Allied victory and the creation of the League of Nations during the peace conference intended to prevent future wars a second world war followed just over twenty years later,P156,Forwards
Florian Grzechowiak,1936SummerOlympics,1936 Summer Olympics,Florian Grzechowiak June 7 1914 in Bottrop Germany – July 24 1972 in Poznań was a Polish basketball player who competed in the 1936 Summer Olympics,P1344,Forwards
Spring Hill High School Texas,UnitedStates,United States,Spring Hill High School is a public high school located in the city of Longview Texas in Gregg County United States and classified as a 4A school by the UIL,P17,Forwards
1984 in sports,1985insports,1985,1981160198216019831601984160198516019861601987,P155,Backwards
Timpson High School,UnitedStates,USA,Timpson High School is a public high school located in Timpson Texas USA and classified as a 2A school by the UIL,P17,Forwards
William R Boone High School,OrlandoFlorida,Orlando Florida,Boone High School is a public high school in Orlando Florida United States,P131,Forwards
Eden High School Texas,UnitedStates,USA,Eden High School is a public high school located in Eden Texas USA and classified as a 1A school by the UIL  It is part of the Eden Consolidated Independent School District located in south central Concho County,P17,Forwards
Marcelinho Machado,Smallforward,small forward,At a height of 201 m 67 tall and a weight of 95160kg 210160lbs he played at the shooting guard and small forward positions with small forward being his main position,P413,Forwards
Donald Sloan basketball,NationalBasketballAssociation,National Basketball Association,Sloan played parts of five seasons in the National Basketball Association NBA for the Atlanta Hawks New Orleans Hornets Cleveland Cavaliers Indiana Pacers and Brooklyn Nets,P118,Forwards
Blue Ridge High School Pennsylvania,BlueRidgeSchoolDistrict,Blue Ridge School District,It is  the sole high school operated by Blue Ridge School District,P5353,Forwards
Massachusetts,GreaterBoston,Greater Boston,It is home to the Greater Boston metropolitan area a region influential upon American history academia and industry,P131,Backwards
United JuniorSenior High School Pennsylvania,UnitedStates,United States,United Junior Senior High School is a small rural public secondary school located in East Wheatfield Township Pennsylvania United States,P17,Forwards
Ioannis Agravanis,Smallforward,small forward,At a height of 198 m 6160ft 6 in tall he plays at the small forward position,P413,Forwards
Charlotte Coliseum,CharlotteNorthCarolina,Charlotte North Carolina,Charlotte Coliseum was a multipurpose sports and entertainment arena located in Charlotte North Carolina,P131,Forwards
Seagraves High School,UnitedStates,United States,Seagraves High School is a public high school located in Seagraves Texas United States and classified as a 2A school by the UIL,P17,Forwards
Gaios Skordilis,Centerbasketball,center,He is a 208 m 610 tall 125160kg 275160lb center,P413,Forwards
1966 Latin Cup basketball,Spain,Spain,It took place at Pabellón de la Ciudad Deportiva del Real Madrid Madrid Spain on 24 25 and 26 December 1966  with the participations of Simmenthal Milano champions of the 1965–66 FIBA European Champions Cup Real Madrid champions of the 1965–66 Liga Española de Baloncesto ASVEL champions of the 1965–66 Nationale 1 and a hrefwikiSLBenficabasketball titleSL,P17,Forwards
Kenneth Maryboy,UnitedStates,American,Kenneth Maryboy born May 13 1961 is an American politician for San Juan County Utah and was Navajo Nation Council Delegate,P27,Forwards
Etna High School,UnitedStates,United States,Etna High School EHS also known as Etna Union High School is a small public high school in Etna California United States,P17,Forwards
Olton High School,UnitedStates,USA,Olton High School is a public high school located in the city of Olton Texas USA and classified as a 2A school by the UIL,P17,Forwards
Lexington High School Texas,UnitedStates,United States,Lexington High School is a public high school located in the city of Lexington Texas in Lee County United States and classified as a 3A school by the UIL,P17,Forwards
Pablo Prigioni,Pointguard,point guard,He played at the point guard position,P413,Forwards
Dow Event Center,UnitedStates,US, The center was used two times during the summer of 2004 as a center for Republican political rallies in support for the reelection of US President a hrefwikiGeorgeWBush titleGeorge W,P17,Forwards
Brookesmith High School,UnitedStates,USA,Brookesmith High School is a public high school located in Brookesmith Texas USA and classified as a 1A school by the UIL,P17,Forwards
Detlef Schrempf,NationalBasketballAssociation,National Basketball Association,He played college basketball for the Washington Huskies from 1981 to 1985 and was drafted into the National Basketball Association NBA by the Dallas Mavericks in the first round of the 1985 NBA draft with the eighth overall pick,P118,Forwards
Biglerville High School,UpperAdamsSchoolDistrict,Upper Adams School District,It is part of the Upper Adams School District,P5353,Forwards
Greensboro North Carolina,UnitedStates,United States,Greensboro ˈɡriːnzbʌroʊ32listen formerly Greensborough is a city in and the county seat of Guilford County North Carolina United States,P17,Forwards
Iola High School Texas,UnitedStates,USA,Iola High School is a public high school located in Iola Texas USA and classified as a 2A school by the UIL,P17,Forwards
St Johns High School Delphos Ohio,UnitedStates,United States,Johns High School is a Roman Catholic private high school located in Delphos Ohio United States,P17,Forwards
Central Greene School District,WaynesburgCentralHighSchool,Waynesburg Central High School,Central Greene School District operates three 3 schools Waynesburg Central Elementary School Margaret Bell Miller Middle School and Waynesburg Central High School,P5353,Backwards
1959 in sports,1958insports,1958,1956160195716019581601959160196016019611601962,P156,Backwards
Greenhill School Addison Texas,UnitedStates,United States,Greenhill School is a coeducational day school in Addison Texas United States,P17,Forwards
1977 in sports,1978insports,1978,1974160197516019761601977160197816019791601980,P155,Backwards
Edwin Pellot,1992SummerOlympics,1992 Summer Olympics,He competed in the mens tournament at the 1992 Summer Olympics,P1344,Forwards
Saeid Marouf,Iran,Iranian,Mir Saeid Marouf Lakerani Persian میرسعید معروف لاكرانی8206 born 23 September 1985 in Urmia is an Iranian volleyball setter,P27,Forwards
1977 in sports,1978insports,1978,1974160197516019761601977160197816019791601980,P156,Forwards
Juniata High School,JuniataCountySchoolDistrict,Juniata County School District,Juniata High School is a small rural public high school which is one of two high schools operated by the Juniata County School District,P5353,Forwards
Cameron County High School,CameronCountySchoolDistrict,Cameron County School District,Cameron County High School is an institution of secondary education in Emporium Pennsylvania and is the only high school in the Cameron County School District of rural Cameron County Pennsylvania,P5353,Forwards
Steve Nash,NationalBasketballAssociation,National Basketball Association,Stephen John Nash OC32OBC born 7 February 1974 is a Canadian professional basketball coach and former player who is the head coach of the Brooklyn Nets of the National Basketball Association NBA,P118,Forwards
Xavi Rabaseda,Shootingguard,shooting guard,He is a 198 m 6160ft 6 in tall shooting guardsmall forward,P413,Forwards
Kobe Bryant,NationalBasketballAssociation,National Basketball Association,A shooting guard he spent his entire 20year career with the Los Angeles Lakers in the National Basketball Association NBA,P118,Forwards
Fox Tech High School,UnitedStates,USA,Fox Technical High School is a public high school located in central San Antonio Texas USA and classified as a 4A school by the UIL,P17,Forwards
Tunkhannock Area School District,TunkhannockAreaHighSchool,Tunkhannock Area High School,Tunkhannock Area School District operates six schools  Roslund Elementary in Tunkhannock Mehoopany Elementary in Mehoopany Township Mill City Elementary in Dalton PA Evans Falls Elementary in Monroe Township the Tunkhannock Area Middle School in Tunkhannock and the Tunkhannock Area High School in Tunkhannock,P5353,Backwards
1992 XXVIII FIBA International Christmas Tournament,Spain,Spain,It took place at Palacio de Deportes de la Comunidad de Madrid Madrid Spain on 24 25 and 26 December 1992 with the participations of Real Madrid Teka champions of the 1991–92 FIBA European Cup Estudiantes Argentaria semifinalists of the 1991–92 Liga ACB Cibona champions of the 1991–92 A1 Liga and Maccabi Elite Tel Aviv champions of the 1991–92 Ligat HaAl,P17,Forwards
Dejan Bodiroga,Smallforward,small forward,He mainly played at the small forward position but he could also play point forward and both guard positions,P413,Forwards
Glencoe High School Oklahoma,UnitedStates,United States,Glencoe High School is a public secondary school in Glencoe Oklahoma United States,P17,Forwards
Magic Johnson,NationalBasketballAssociation,National Basketball Association,Earvin Magic Johnson Jr born August 14 1959 is an American former professional basketball player and former president of basketball operations of the Los Angeles Lakers of the National Basketball Association NBA,P118,Forwards
Nezinho dos Santos,Pointguard,point guard,At a height of 185 m 61 tall he plays at the point guard position,P413,Forwards
Winmalee High School,NewSouthWales,New South Wales,Winmalee High School is a governmentfunded coeducational comprehensive secondary day school located in Winmalee a suburb in the City of Blue Mountains New South Wales Australia,P131,Forwards
Greater Johnstown High School,GreaterJohnstownSchoolDistrict,Greater Johnstown School District,It is the only high school operated by the Greater Johnstown School District,P5353,Forwards
Ontario,Ottawa,Ottawa,It is home to the nations capital city Ottawa and the nations most populous city Toronto which is also Ontarios provincial capital,P131,Backwards
Regis Jesuit High School,Colorado,Colorado,The high school shares much of its history with Regis University in neighboring Denver Colorado,P131,Forwards
San Saba High School,UnitedStates,USA,San Saba High School is a public high school located in the city of San Saba Texas USA and classified as a 2A school by the UIL,P17,Forwards
Cameron County School District,CameronCountyHighSchool,Cameron County High School,Cameron County School District operates two schools Cameron County High School 7th12th and Woodland Elementary School K6th,P5353,Backwards
Elysian Fields High School,UnitedStates,USA,Elysian Fields High School is a public high school located in Elysian Fields Texas USA,P17,Forwards
McNichols Sports Arena,Colorado,CO,McNichols Sports ArenaBig MacExterior of venue c1994Location1635 Bryant StDenver CO 80204OwnerCity of DenverOperatorFeylineCapacity16000,P131,Forwards
Franklin County High School Kentucky,Kentucky,Kentucky,Franklin County High School is the largest of three public high schools in Frankfort Kentucky and is one of two high schools operated by Franklin County Public Schools,P131,Forwards
Sergei Kovalenko,SovietUnion,Soviet,Sergey Ivanovich Kovalenko Russian Серге769й Ива769нович Ковале769нко Ukrainian Сергій Іванович Коваленко born August 11 1947 died November 18 2004 at age 57 in Kiev was a Soviet Ukrainian basketball player who won the gold medal with the Soviet basketball team in the 1972 Olympics,P27,Forwards
East High School Denver Colorado,Colorado,Colorado,East High School is a public high school located in the City Park neighborhood on the east side of Denver Colorado United States,P131,Forwards
Kostas Petropoulos,Greece,Greek,Konstantinos Kostas Petropoulos Greek Κωνσταντίνος Κώστας Πετρόπουλος is a Greek former professional basketball coach and a retired professional basketball player,P27,Forwards
1986 in sports,1985insports,1985,1983160198416019851601986160198716019881601989,P155,Forwards
1990 McDonalds Open,Spain,Spain,The 1990 McDonalds Open took place at Palau Sant Jordi in Barcelona Spain,P17,Forwards
Islamic Azad University Arak Branch,Iran,Iran,The Islamic Azad University Arak Branch is a private university in Arak Iran,P17,Forwards
Walter Magnifico,Powerforwardbasketball,power forward,At a height of 209 m 610 mwparseroutput fracwhitespacenowrapmwparseroutput frac nummwparseroutput frac denfontsize80lineheight0verticalalignsupermwparseroutput frac denverticalalignsubmwparseroutput sronlyborder0cliprect0000height1pxmargin1pxoverflowhiddenpadding0positionabsolutewidth1px182604 tall he played at the power forward and center positions,P413,Forwards
Milton Area School District,MiltonAreaHighSchool,Milton Area High School,Milton Area School District operates three elementary schools Milton Area Middle School and Milton Area High School,P5353,Backwards
PineRichland School District,PineRichlandHighSchool,PineRichland High School,The district operates Eden Hall Upper Elementary School for grades 46 PineRichland Middle School for grades 78 and PineRichland High School for grades 912,P5353,Backwards
Iraqi Basketball League,Iraq,Iraq,The Iraqi Basketball League IBL is the highest professional basketball league in Iraq,P17,Forwards
Miguel Cortijo,Pointguard,point guards,Cortijo is considered one of the best point guards in Argentine basketball history,P413,Forwards
Paolo Quinteros,Pointguard,point guard,He plays mainly at the shooting guard position but he can also play at the point guard position,P413,Forwards
Pierre Van Basselaere,1936SummerOlympics,1936 Summer Olympics,He competed in the mens tournament at the 1936 Summer Olympics,P1344,Forwards
Sykies,Greece,Greece,Sykies Greek Συκιές or Sykeai Συκεαί is a suburb of the Thessaloniki Urban Area and was a former municipality in the regional unit of Thessaloniki Greece,P17,Forwards
St Charles North High School,UnitedStates,United States,Charles Illinois a western suburb of Chicago Illinois in the United States,P17,Forwards
Ampelokipoi Athens,Athens,Athens,Ampelokipoi or Ampelokipi Greek Αμπελόκηποι pronounced160ambeˈlocipi meaning vineyards is a large central district of the city of Athens,P131,Forwards
Archbishop Alter High School,UnitedStates,United States,Archbishop Alter High School also known as Alter High School is a Catholic high school in Kettering Ohio United States,P17,Forwards
Central Noble High School,Indiana,Indiana,Central Noble High School is a public high school in the town of Albion Indiana United States,P131,Forwards
Susquenita School District,SusquenitaHighSchool,Susquenita High School,Susquenita School District operates three schools Susquenita High School Susquenita Middle School and Susquenita Elementary School,P5353,Backwards
Vladimir Gorin,1992SummerOlympics,1992 Summer Olympics,He competed in the mens tournament at the 1992 Summer Olympics,P1344,Forwards
Kokomo High School,Indiana,Indiana,Kokomo High School merged with Haworth High School in 1984 is a fouryear public high school in Kokomo Indiana USA,P131,Forwards
MiddWest School District,UnitedStates,United States,MiddWest School District MWSD is a midsized rural public school district located in the borough of Middleburg in Snyder County Pennsylvania in the United States,P17,Forwards
Curtis Kitchen,Powerforwardbasketball,power forward,He was a 69 205 m 235160lb 107160kg power forward,P413,Forwards
Chris Owens basketball,Powerforwardbasketball,power forward,Standing at 6160ft 8160in 203160m he played the power forward position,P413,Forwards
Alberto Angulo,Spain,Spanish,Francisco Alberto Angulo Espinosa born 19 June 1970 is a Spanish retired basketball player,P27,Forwards
Highland High School Indiana,Indiana,Indiana,Highland High School is a public high school located in the town of Highland in Lake County Indiana,P131,Forwards
1965 in sports,1966insports,1966,1962160196316019641601965160196616019671601968,P155,Backwards
Martynas Purlys,Pointguard,point guard,He played for point guard and shooting guard positions,P413,Forwards
1974 in sports,1975insports,1975,1971160197216019731601974160197516019761601977,P156,Forwards
Kelly Olynyk,NationalBasketballAssociation,National Basketball Association,Kelly Tyler Olynyk oʊˈlɪnɪk ohLINik born April 19 1991 is a Canadian professional basketball player for the Houston Rockets of the National Basketball Association NBA,P118,Forwards
1977 XIII FIBA International Christmas Tournament,Spain,Spain,It took place at Sports City of Real Madrid Pavilion Madrid Spain on 24 25 and 26 December 1977 with the participations of Real Madrid champions of the 1976–77 Liga Española de Baloncesto Australia Defensor Sporting and Bradley Braves,P17,Forwards
Georgios Tsiakos,Centerbasketball,center,He is a 206 m 6160ft 9 in tall power forwardcenter,P413,Forwards
Lazaros Papadopoulos,2006FIBAWorldChampionship,2006 FIBA World Championship,Papadopoulos represented the senior Greek national team and he won the gold medal at the 2005 EuroBasket and the silver medal at the 2006 FIBA World Championship,P1344,Forwards
Laura Coenen,1992SummerOlympics,1992 Summer Olympics,Laura Coenen born October 16 1962 is an American former basketball and handball player who competed in the latter sport in the 1988 Summer Olympics in the 1992 Summer Olympics and in the 1996 Summer Olympics,P1344,Forwards
Cido Arena,Lithuania,Lithuania,Cido Arena is the largest multifunctional arena in Panevėžys Lithuania,P17,Forwards
Mansfield Christian School,UnitedStates,United States,Mansfield Christian School is a private K12 Christian school in Mansfield Ohio United States,P17,Forwards
Manuel Guerrero basketball,Argentina,Argentine,Manuel Guerrero  was an Argentine basketball player who competed in the 1948 Summer Olympics when they finished 15th,P27,Forwards
Our Lady of Lourdes High School,NewYorkstate,New York,Our Lady of Lourdes High School is a private Roman Catholic school located in Poughkeepsie New York in Dutchess County,P131,Forwards
Miha Zupan,Powerforwardbasketball,power forward,He is a 205 m 6160ft 8¾ in power forward who can also play center when needed,P413,Forwards
Makan Dioumassi,Shootingguard,shooting guard,Playing as a shooting guard he was on the national side that claimed the bronze medal at the 2005 European Championships,P413,Forwards
Andrew Bogut,Centerbasketball,center,The 7160ft 0160in 213160m center was selected by the Milwaukee Bucks with the first overall pick in the 2005 NBA draft,P413,Forwards
Maccabi Haifa,Haifa,Haifa,It runs several sports clubs and teams in Haifa which have competed in a variety of sports over the years such as Football Basketball Weightlifting swimming Tennis Table tennis Volleyball Team handball Water polo Ice hockey Artistic gymnastics Chess Boxing Fencing and others,P131,Forwards
Chris Mihm,Centerbasketball,center,Christopher Steven Mihm born July 16 1979 is an American former professional basketball center who played nine seasons in the National Basketball Association NBA,P413,Forwards
Vicente Ramos Cecilio,Pointguard,point guard,At a height of 180 m 511 tall and a weight of 79 kg 175 lbs he played at the point guard position,P413,Forwards
New York state,LongIsland,Long Island,The state is bordered by New Jersey and Pennsylvania to the south and Connecticut Massachusetts and Vermont to the east it has a maritime border with Rhode Island east of Long Island as well as an international border with the Canadian provinces of Quebec to the north and Ontario to the northwest,P131,Backwards
1955 in sports,1954insports,1954,1952160195316019541601955160195616019571601958,P156,Backwards
GS Ilioupolis,Greece,Greece,Ηλιούπολης is a multisport club based in Ilioupoli Athens Greece,P17,Forwards
Santander Spain,Spain,Spain,Santander91a93 is the capital of the autonomous community and historical region of Cantabria situated on the north coast of Spain,P17,Forwards
Alvydas Pazdrazdis,1992SummerOlympics,1992 Summer Olympics,Alvydas Pazdrazdis born 20 July 1972 is a Lithuanian former basketball player from Kretinga Lithuania who won the bronze medal with the Lithuania national basketball team at the 1992 Summer Olympics,P1344,Forwards
Sault College,Ontario,Ontario,Marie Ontario CanadaCampusSuburbanSportsSault CougarsColoursBlue and White mwparseroutput legendpagebreakinsideavoidbreakinsideavoidcolumnmwparseroutput legendcolordisplayinlineblockminwidth125emheight125emlineheight125margin1px 0textaligncenterborder1px solid blackbackgroundcolortransparentcolorblackmwparseroutput legendtext160 160AffiliationsCCAA ACCC AUCCMascotCougarWebsitewwwsaultcollegeca,P131,Forwards
1981 in sports,1980insports,1980,1978160197916019801601981160198216019831601984,P155,Forwards
1956 in sports,1957insports,1957,1953160195416019551601956160195716019581601959,P156,Forwards
Jaak Lipso,SovietUnion,Soviet Union,Jaak Lipso born April 18 1940 is a retired Estonian professional basketball player who competed for the Soviet Union,P27,Forwards
Nobre Guedes Olympic Medal,Portugal,Portuguese,The Olympic Medal Nobre Guedes Portuguese Medalha Olímpica Nobre Guedes is the most prestigious annual award given by the Olympic Committee of Portugal COP to stillactive Portuguese sportspeople which stood out for their sporting results and achievements in the previous year,P17,Forwards
Munster High School,Indiana,Indiana,Munster High School MHS is a public high school in Munster Indiana,P131,Forwards
Northwest School Seattle,Washingtonstate,Washington,As of 2020 school review website Niche ranks The Northwest School as the thirdbest boarding high school eleventh best private high school and the twelfth best college prep private high school in Washington state,P131,Forwards
Gerald Robinson basketball born 1984,Powerforwardbasketball,power forward,The 230160lb 6160ft 9 power forward attended University of Tennessee at Martin and started  his career in the Spanish LEB Bronze league with Oviedo CB and later Cantabria Baloncesto,P413,Forwards
Iredell High School,UnitedStates,United States,Iredell High School also known as Iredell School is a public high school located in Iredell Texas United States,P17,Forwards
University of Madeira,Portugal,Portuguese,The University of Madeira UMa Portuguese Universidade da Madeira pronounced160univɨɾsiˈðadɨ dɐ mɐˈðɐjɾɐ is a Portuguese public university created in 1988 in Funchal Madeira,P17,Forwards
Westphalia Independent School District,UnitedStates,USA,Westphalia Independent School District is a public school district based in the unincorporated community of Westphalia Texas USA,P17,Forwards
Waynesboro Area School District,WaynesboroAreaSeniorHighSchool,Waynesboro Area Senior High School,It also operates Waynesboro Area Middle School and Waynesboro Area Senior High School,P5353,Backwards
Georgios Trontzos,Centerbasketball,center,At a height of 217 m 71 mwparseroutput fracwhitespacenowrapmwparseroutput frac nummwparseroutput frac denfontsize80lineheight0verticalalignsupermwparseroutput frac denverticalalignsubmwparseroutput sronlyborder0cliprect0000height1pxmargin1pxoverflowhiddenpadding0positionabsolutewidth1px182602 he played at the center position,P413,Forwards
Caldwell High School Caldwell Texas,UnitedStates,USA,Caldwell High School is a public high school located in the city of Caldwell Texas USA and classified as a 3A school by the UIL,P17,Forwards
Daedra Charles,1992SummerOlympics,1992 Summer Olympics,She was a member of the United States womens national basketball team that claimed the bronze medal at the 1992 Summer Olympics in Barcelona Spain,P1344,Forwards
Paramount Fine Foods Centre,Ontario,Ontario,The Paramount Fine Foods Centre formerly the Hershey Centre is a multipurpose sports and entertainment complex located in Mississauga Ontario Canada,P131,Forwards
Wilson Sporting Goods,UnitedStates,American,The Wilson Sporting Goods Company is an American sports equipment manufacturer based in Chicago Illinois,P17,Forwards
2002 XXXVIII FIBA International Christmas Tournament,Spain,Spain,It took place at Raimundo Saporta Pavilion Madrid Spain on 25 December 2002 with the participations of Real Madrid and Maccabi Elite Tel Aviv,P17,Forwards
Arvydas Macijauskas,Shootingguard,shooting guard,Standing at 193160m 6160ft 4160in tall he played at the shooting guard position,P413,Forwards
East Greenwich High School,UnitedStates,US,East Greenwich High School is a public secondary school located in East Greenwich Rhode Island US,P17,Forwards
Edmond Leclerc,1936SummerOlympics,1936 Summer Olympics,He competed in the mens tournament at the 1936 Summer Olympics,P1344,Forwards
Hampton Township School District Pennsylvania,UnitedStates,United States, It is also the only high school in the United States with the Talbot as their mascot91span titleThis claim needs references to reliable sources,P17,Forwards
Vanden High School,TravisUnifiedSchoolDistrict,Travis Unified School District,It is in the Travis Unified School District and serves children from Vacaville Fairfield and Travis Air Force Base,P5353,Forwards
Erie Pennsylvania,UnitedStates,United States,Erie ˈɪəri EERee is a city on the south shore of Lake Erie and the county seat of Erie County Pennsylvania United States,P17,Forwards
Danny Schayes,Centerbasketball,center,At 6 11 and 235 pounds he played at center,P413,Forwards
Morrison High School Oklahoma,UnitedStates,United States,Morrison High School is a public secondary school in Morrison Oklahoma United States,P17,Forwards
Selinsgrove Area High School,SelinsgroveAreaSchoolDistrict,Selinsgrove Area School District,SAHS is the sole high school operated by the Selinsgrove Area School District,P5353,Forwards
New Braunfels High School,UnitedStates,USA,New Braunfels High School commonly referred to as NBHS is a public high school in New Braunfels Texas USA that was established in 1845,P17,Forwards
Aleksey Savrasenko,Greece,Greece,Because of halfGreek origin from his mothers side he has dual citizenship in both Russia and Greece,P27,Forwards
Walnut Springs High School,UnitedStates,United States,Walnut Springs High School also known as Walnut Springs School is a public high school located in Walnut Springs Texas United States,P17,Forwards
Kallithea Palais des Sports,Greece,Greece,Kallithea Palais des Sports Greek Παλέ ντε Σπορ Καλλιθέας is an indoor sporting arena that is located on the Greek island of Rhodes in Faliraki some 13 km away from Rhodes Greece,P17,Forwards
Pen Argyl Area High School,UnitedStates,United States,Pen Argyl Area High School is a fouryear public high school located in Pen Argyl Pennsylvania in the United States,P17,Forwards
Peru High School,Indiana,Indiana,Peru High School also known as PHS is a high school located in Peru Indiana United States serving students in grades 9–12 for Peru Community Schools,P131,Forwards
