Origin Page,Destination Page,Link Text,Sentence Text,Wikidata Property Label,Direction
Tusculum,Italy,Italy,Tusculum is a ruined Roman city in the Alban Hills in the Latium region of Italy,P17,Forwards
Conflict of the Orders,PatricianancientRome,Patricians,The Conflict or Struggle of the Orders was a political struggle between the Plebeians commoners and Patricians aristocrats of the ancient Roman Republic lasting from 500 BC to 287 BC in which the Plebeians sought political equality with the Patricians,P710,Forwards
SantAdriano al Foro,Rome,Rome,SantAdriano al Foro was a church in Rome formerly in the Curia Julia in the Forum Romanum and a cardinaldeaconry a titular church for a Cardinaldeacon,P131,Forwards
San Pietro in Montorio,Rome,Rome,San Pietro in Montorio is a church in Rome Italy which includes in its courtyard the Tempietto a small commemorative martyrium tomb built by Donato Bramante,P131,Forwards
Quirinal Palace,Rome,Rome,The Quirinal Palace Italian Palazzo del Quirinale paˈlattso del kwiriˈnaːle is a historic building in Rome Italy one of the three current official residences of the President of the Italian Republic together with Villa Rosebery in Naples and the Tenuta di Castelporziano an estate on the outskirts of Rome some 25 km from the centre of the city,P131,Forwards
Capitoline Hill,SevenhillsofRome,seven hills,The Capitoline HillOne of the seven hills of RomeLatin nameCollis CapitolinusItalian nameCampidoglioRioneCampitelliBuildingsCapitoline Museums and Piazza del Campidoglio Palazzo Senatorio Palazzo dei Conservatori Palazzo Nuovo Tabularium Aedes TensarumChurchesSanta Maria in AracoeliAncient Roman religionTemple of Jupiter Temple of Veiovis Ludi Capitolini Aedes TensarumRoman sculpturesColossus of Constantine,P361,Forwards
Constantinople,ByzantineEmpire,Byzantine Empire,Constantinople ˌkɒnstæntɪˈnoʊpəl Greek Κωνσταντινούπολις Kōnstantinoupolis Latin Constantinopolis Ottoman Turkish قسطنطينيه‎8206 romanized160Ḳosṭanṭīnīye was the capital city of the Roman Empire 330–395 the Byzantine Empire 395–1204 and 1261–1453 the brief Crusader state known as the Latin Empire 1204–1261 and the Ottoman Empire 1453–1922,P36,Backwards
Italy,EuropeanUnion,European Union,call Campione dItalia it is necessary to use the Swiss code 41The eu domain is also used as it is shared with other European Union member states,P463,Forwards
Rome,Italy,Italian Republic,In 1871 Rome became the capital of the Kingdom of Italy which in 1946 became the Italian Republic,P17,Forwards
Vatican Library,VaticanCity,Vatican City,The Vatican Apostolic Library Latin Bibliotheca Apostolica Vaticana Italian Biblioteca Apostolica Vaticana more commonly known as the Vatican Library or informally as the Vat is the library of the Holy See located in Vatican City,P17,Forwards
Lateran Treaty,VaticanCity,Vatican City,The treaty recognized Vatican City as an independent state under the sovereignty of the Holy See,P17,Forwards
Pope Clement VII,CatholicChurch,Catholic Church,Pope Clement VII Italian Papa Clemente VII Latin Clemens VII born Giulio de Medici 26 May 1478 – 25 September 1534 was head of the Catholic Church and ruler of the Papal States from 19 November 1523 to his death on 25 September 1534,P140,Forwards
Capitoline Hill,SevenhillsofRome,Seven Hills of Rome,The Capitolium or Capitoline Hill ˈkæpɪtəlaɪn kəˈpɪt KAPitəlyne kəPIT Italian Campidoglio kampiˈdɔʎʎo Latin Mons Capitolinus ˈmõːs kapɪtoːˈliːnʊs between the Forum and the Campus Martius is one of the Seven Hills of Rome,P527,Backwards
Giovanni Battista Piranesi,Rome,Rome,Giovanni Battista or Giambattista Piranesi Italian pronunciation160dʒoˈvanni batˈtista piraˈneːzi eːsi also known as simply Piranesi 4 October 1720 – 9 November 1778 was an Italian Classical archaeologist architect and artist famous for his etchings of Rome and of fictitious and atmospheric prisons Le Carceri dInvenzione,P20,Forwards
Pope John Paul II,VaticanCity,Vatican City,Pope  John Paul II Latin Ioannes Paulus II Italian Giovanni Paolo II Polish Jan Paweł II born Karol Józef Wojtyła ˈkarɔl160ˈjuzɛv160vɔjˈtɨwa91a93 18 May 19201608211322 April 2005 was the head of the Catholic Church and sovereign of the Vatican City State from 1978 until his death in 2005,P937,Forwards
Duchy of Spoleto,Spoleto,Spoleto,Its capital was the city of Spoleto,P36,Forwards
Exarchate of Ravenna,ByzantineEmpire,Byzantine Empire,The Exarchate of Ravenna or of Italy Latin Exarchatus Ravennatis was a lordship of the Eastern Roman Empire Byzantine Empire in Italy from 584 to 751 when the last exarch was put to death by the Lombards,P17,Forwards
Punic Wars,FirstPunicWar,First Punic War,The First Punic War broke out on the island of Sicily in 264160BC,P361,Backwards
Crimean War,KingdomofSardinia,,160France91a93160British Empire91a93 Sardinia91b93Supported by160Austrian Empire Caucasus Imamate91c93 Circassia Abkhazia91b93,P710,Forwards
Spain,EuropeanUnion,European Union,Spain is a member of the United Nations UN the European Union EU the Eurozone the Council of Europe CoE the Organization of IberoAmerican States OEI the Union for the Mediterranean the North Atlantic Treaty Organization NATO the Organisation for Economic Cooperation and Development OECD Organization for Security and Cooperation in Europe OSCE the Schengen Area the World Trade Organization WTO and many other international organisations,P463,Forwards
Nazi Germany,Axispowers,Axis powers,By early 1941 Germany and their European allies in the Axis powers controlled much of Europe,P463,Forwards
Crotone,Italy,Italy,mwparseroutput locmap odpositionabsolutemwparseroutput locmap idpositionabsolutelineheight0mwparseroutput locmap l0fontsize0positionabsolutemwparseroutput locmap pvlineheight110positionabsolutetextaligncentermwparseroutput locmap pllineheight110positionabsolutetop075emtextalignrightmwparseroutput locmap prlineheight110positionabsolutetop075emtextalignleftmwparseroutput locmap pvdivdisplayinlinepadding1pxmwparseroutput locmap pldivdisplayinlinepadding1pxfloatrightmwparseroutput locmap prdivdisplayinlinepadding1pxfloatleftCrotoneLocation of Crotone in ItalyShow map of ItalyCrotoneCrotone CalabriaShow map of CalabriaCoordinates 39°05′N 17°07′Exfeff  xfeff39083°N 17117°Exfeff  39083 17117CountryItalyRegionCalabriaProvinceCrotone KRFrazioniPapanice Apriglianello Carpentieri Cipolla Farina Gabella Grande Iannello Maiorano MargheritaGovernment160•160MayorVincenzo Voce CivicArea160•160Total1798160km2 694160sq160miElevation8160m 26160ftPopulation16031 August 2018160•160Total64603160•160Density360km2 930sq160miDemonymsCrotonesiTime zoneUTC1 CET160•160Summer DSTUTC2 CESTPostal code88900Dialing160code0962Patron saintDionysius the AreopagiteSaint dayOctober 9WebsiteOfficial website,P17,Forwards
Vatican Historical Museum,VaticanMuseums,Vatican Museums,The Vatican Historical Museum Italian Museo storico vaticano is one of the sections of the Vatican Museums,P361,Forwards
Marcus Aurelius,FiveGoodEmperors,Five Good Emperors,He was the last of the rulers known as the Five Good Emperors a term coined some 13 centuries later by Niccolò Machiavelli and the last emperor of the Pax Romana 27 BC to 180 AD an age of relative peace and stability for the Roman Empire,P527,Backwards
Cardinal Secretary of State,VaticanCity,,This article is part of a series onVatican City,P17,Forwards
Piedmont,Italy,Italy,Piedmont ˈpiːdmɒnt PEEDmont Italian Piemonte pronounced160pjeˈmonte Piedmontese Lombard Occitan and Arpitan Piemont Piedmontese pronunciation160pjeˈmʊŋt Occitan160pjeˈmon is a region in northwest Italy one of the 20 regions of the country,P17,Forwards
Expedition of the Thousand,Italianunification,Italian unification,However the Expedition was instigated by Francesco Crispi who utilized his political influence to bolster the Italian unification project,P361,Forwards
Vatican Historical Museum,VaticanMuseums,Vatican Museums,The Vatican Historical Museum Italian Museo storico vaticano is one of the sections of the Vatican Museums,P527,Backwards
Rome,Italy,Italy,The white area in the centre is Vatican Citymwparseroutput locmap odpositionabsolutemwparseroutput locmap idpositionabsolutelineheight0mwparseroutput locmap l0fontsize0positionabsolutemwparseroutput locmap pvlineheight110positionabsolutetextaligncentermwparseroutput locmap pllineheight110positionabsolutetop075emtextalignrightmwparseroutput locmap prlineheight110positionabsolutetop075emtextalignleftmwparseroutput locmap pvdivdisplayinlinepadding1pxmwparseroutput locmap pldivdisplayinlinepadding1pxfloatrightmwparseroutput locmap prdivdisplayinlinepadding1pxfloatleftRomeLocation within ItalyShow map of ItalyRomeLocation within EuropeShow map of EuropeCoordinates mwparseroutput geodefaultmwparseroutput geodmsmwparseroutput geodecdisplayinlinemwparseroutput geonondefaultmwparseroutput geomultipunctdisplaynonemwparseroutput longitudemwparseroutput latitudewhitespacenowrap41°53′N 12°30′Exfeff  xfeff41883°N 12500°Exfeff  41883 12500Coordinates 41°53′N 12°30′Exfeff  xfeff41883°N 12500°Exfeff  41883 12500Country Italy91a93Region160LazioMetropolitan cityRomeFounded753 BCFounded byKing RomulusGovernment160•160TypeStrong Mayor–Council160•160MayorVirginia Raggi M5S160•160LegislatureCapitoline AssemblyArea160•160Total1285160km2 4963160sq160miElevation21160m 69160ftPopulation16031 December 2019160•160Rank1st in Italy 3rd in the EU160•160Density2236km2 5790sq160mi160•160Comune2860009160•160Metropolitan City4342212DemonymsItalian romano masculine romana feminineEnglish RomanTime zoneUTC1 CETCAP codes00100 00118 to 00199Area codes06Websitecomuneromait,P17,Forwards
Sicily,Italy,Italy,FlagCoat of armsAnthem MadreterraCountry160ItalyCapitalPalermoGovernment160•160PresidentNello Musumeci DBArea160•160Total25711160km2 9927160sq160miPopulation1602019 83 of Italy160•160Total4969147160•160Density190km2 500sq160miDemonymsEnglish SicilianItalian Siciliano masculineItalian Siciliana feminineEthnicity160•160Sicilian98Time zoneUTC1 CET160•160Summer DSTUTC2 CESTISO 3166 codeIT82GDP nominal€892 billion 2018GDP per capita€17800 2018HDI 20180838very high · 21st of 21NUTS RegionITGWebsitePTIRegioneSiciliait,P17,Forwards
Santa Maria del Popolo,Rome,Rome,The Parish Basilica of Santa Maria del Popolo Italian Basilica Parrocchiale Santa Maria del Popolo is a titular church and a minor basilica in Rome run by the Augustinian order,P131,Forwards
Ancient Rome,RomanEmpire,Roman Empire,In historiography ancient Rome is Roman civilization from the founding of the Italian city of Rome in the 8th century BC to the collapse of the Western Roman Empire in the 5th century AD encompassing the Roman Kingdom 753 BC–509 BC Roman Republic 509 BC–27 BC and Roman Empire 27 BC–476 AD until the fall of the western empire,P17,Backwards
Ferdinand Gregorovius,Rome,Rome,You can helpneeds German IPA93 19 January 1821 Neidenburg East Prussia Kingdom of Prussia – 1 May 1891 Munich Kingdom of Bavaria was a German historian who specialized in the medieval history of Rome,P937,Forwards
Pope Paul III,CatholicChurch,Catholic Church,Pope Paul III Latin Paulus III 29 February 1468160– 10 November 1549 born Alessandro Farnese was head of the Catholic Church and ruler of the Papal States from 13 October 1534 to his death in 1549,P140,Forwards
Cardinal Secretary of State,VaticanCity,Vatican City,Vatican City      1929–present,P17,Forwards
Leonine City,VaticanCity,Vatican City State,Nowadays the territory of the former Leonine City is made up of Vatican City State and the Roman rione of Borgo,P17,Forwards
Rome,RomanRepublic,Roman Republic,Eventually the city successively became the capital of the Roman Kingdom the Roman Republic and the Roman Empire and is regarded by many as the first ever Imperial city and metropolis,P36,Backwards
Catacombs of Rome,Rome,Rome,The Catacombs of Rome Italian Catacombe di Roma are ancient catacombs underground burial places in and around Rome of which there are at least forty some rediscovered only in recent decades,P131,Forwards
Tyrrhenian Sea,MediterraneanSea,Mediterranean Sea,The Tyrrhenian Sea tɪˈriːniən Italian Mar Tirreno mar tirˈrɛːno French Mer Tyrrhénienne mɛʁ tiʁenjɛn Sardinian Mare Tirrenu Corsican Mari Tirrenu Sicilian Mari Tirrenu Neapolitan Mare Tirreno is part of the Mediterranean Sea off the western coast of Italy,P527,Backwards
Battle of the Allia,RomanRepublic,Roman Republic,Roman Republic,P710,Forwards
Italy,Rome,Rome,A unitary parliamentary republic with Rome as its capital the country covers a total area of 301340160km2 116350160sq160mi and shares land borders with France Switzerland Austria Slovenia and the enclaved microstates of Vatican City and San Marino,P36,Forwards
Hungary,EuropeanUnion,European Union,    Anthem160Himnusz160HungarianEnglish HymnLocation of160Hungary160dark green–160in Europe160green amp160dark grey–160in the European Union160green160 –160 91Legend93Capitaland largest cityBudapest47°26′N 19°15′Exfeff  xfeff47433°N 19250°Exfeff  47433 19250Official160languagesHungarianEthnic160groups  microcensus 2016983 Hungarians32 Romani18 Germans1 not declared91note 193Religion  census 2011543 Christianity—390 Catholicism—118 Protestantism—35 Other Christian182 No religion03 Others272 No answerDemonymsHungarianGovernmentUnitary parliamentary constitutional republic•160President János Áder•160Prime Minister Viktor Orbán•160Speaker of the National Assembly László Kövér,P463,Forwards
Comtat Venaissin,PapalStates,Papal States,The Comtat Venaissin French pronunciation1608203kɔ̃tavənɛsɛ̃ Provençal lou Coumtat Venessin Mistralian norm la Coumtat classical norm lo Comtat Venaicin County of Venaissin often called the Comtat for short was a part of the Papal States 1274‒1791 in what is now the ProvenceAlpesCôte dAzur region of France,P17,Forwards
Volterra,Italy,Italy,Volterra Italian pronunciation160volˈtɛrra Latin Volaterrae is a walled mountaintop town in the Tuscany region of Italy,P17,Forwards
Pope Sylvester II,PapalStates,Papal States,Pope Sylvester II c8201 946 – 12 May 1003 originally known as Gerbert of Aurillac91n 193 was a Frenchborn scholar and teacher who served as the bishop of Rome and ruled the Papal States from 999 to his death,P937,Forwards
Vatican City,LateranTreaty,Lateran Treaty,The Vatican City State also known as The Vatican became independent from Italy with the Lateran Treaty 1929 and it is a distinct territory under full ownership exclusive dominion and sovereign authority and jurisdiction of the Holy See itself a sovereign entity of international law which maintains the city states temporal diplomatic and spiritual independence,P17,Backwards
Italy,EuropeanUnion,EU,LegislatureParliament•160Upper houseSenate of the Republic•160Lower houseChamber of DeputiesFormation•160Unification 17 March 1861•160Republic 2 June 1946•160Current constitution 1 January 1948•160Founded the EEC now EU 1 January 1958,P463,Forwards
Western Roman Empire,Ravenna,Ravenna,On the death of Theodosius I in 395 he divided the empire between his two sons with Honorius as his successor in the West governing briefly from Mediolanum and then from Ravenna and Arcadius as his successor in the East governing from Constantinople,P36,Forwards
Donato Bramante,Rome,Rome,He introduced Renaissance architecture to Milan and the High Renaissance style to Rome where his plan for a hrefwikiStPeter27sBasilica titleSt,P20,Forwards
Byzantine Empire,Constantinople,Constantinople,The Byzantine Empire also referred to as the Eastern Roman Empire or Byzantium was the continuation of the Roman Empire in its eastern provinces during Late Antiquity and the Middle Ages when its capital city was Constantinople,P36,Forwards
Punic Wars,FirstPunicWar,First Punic War,The First Punic War broke out on the island of Sicily in 264160BC,P527,Forwards
Perugia,Raphael,Raphael,Perugino was the teacher of Raphael the great Renaissance artist who produced five paintings in Perugia today no longer in the city and one fresco,P937,Backwards
Pope Gregory XIII,CatholicChurch,Catholic Church,Pope Gregory XIII Latin Gregorius XIII 7 January 1502 – 10 April 1585 born Ugo Boncompagni was head of the Catholic Church and ruler of the Papal States from 13 May 1572 to his death in 1585,P140,Forwards
Cato the Elder,Rome,Rome,Having attracted the attention of Lucius Valerius Flaccus he was brought to Rome and began to follow the cursus honorum he was successively military tribune 214 BC quaestor 204 BC aedile 199 BC praetor 198 BC consul 195 BC together with Flaccus and censor 184 BC,P20,Forwards
France,Paris,Paris,Great Seal Show globeShow map of EuropeShow map of French overseas territoriesLocation of160France160dark green–160in Europe160green amp160dark grey–160in the European Union160greenCapitaland largest cityParis48°51′N 2°21′Exfeff  xfeff48850°N 2350°Exfeff  48850 2350Official languagemwparseroutput noboldfontweightnormaland national languageFrench91I93Nationality 2018930 French citizens70 foreign nationals,P17,Backwards
San Giovanni a Porta Latina,Italy,Italy,San Giovanni a Porta Latina Italian Saint John Before the Latin Gate is a Basilica church in Rome Italy near the Porta Latina on the Via Latina of the Aurelian Wall,P17,Forwards
Lateran Palace,Lateran,Lateran,Johns Square in Lateran on the Caelian Hill the palace is adjacent to the Archbasilica of Saint John Lateran the cathedral church of Rome,P527,Backwards
Papal States,ComtatVenaissin,Comtat Venaissin,The Papal States in 1815 after the Napoleonic WarsMap of the Papal States green in 1789 before the French seized papal lands in France including its exclaves of Benevento and Pontecorvo in Southern Italy and the Comtat Venaissin and Avignon in Southern FranceCapitalRomeCommon160languagesLatin Italian OccitanReligion Roman CatholicismGovernmentUnitary Christian theocratic absolute elective monarchyPope160•160754–757 first Stephen II•1601846–1870 last Pius IX,P17,Backwards
SantAngelo rione of Rome,Rome,Rome,SantAngelo is the 11th rione of Rome Italy located in Municipio I,P131,Forwards
Battle of Monte Porzio,HolyRomanEmpire,Holy Roman Empire,The Battle of Monte Porzio also called the Battle of Tusculum was fought on 29 May 1167 between the Holy Roman Empire and the Commune of Rome,P710,Forwards
Via del Corso,Rome,Rome,The Via del Corso is a main street in the historical centre of Rome,P131,Forwards
Via Flaminia,Rome,Rome,The Via Flaminia or Flaminian Way was an ancient Roman road leading from Rome over the Apennine Mountains to Ariminum Rimini on the coast of the Adriatic Sea and due to the ruggedness of the mountains was the major option the Romans had for travel between Etruria Latium Campania and the Po Valley,P131,Forwards
Pope Pius II,PapalStates,Papal States,II Italian Pio II born Enea Silvio Bartolomeo Piccolomini Latin Aeneas Silvius Bartholomeus 18 October 1405 – 14 August 1464 was head of the Catholic Church and ruler of the Papal States from 19 August 1458 to his death,P937,Forwards
Pope Clement XIII,CatholicChurch,Catholic Church,Pope Clement XIII Latin Clemens XIII 7 March 1693160– 2 February 1769 born Carlo della Torre di Rezzonico was head of the Catholic Church and ruler of the Papal States from 6 July 1758 to his death in 1769,P140,Forwards
France,Paris,Paris,Great Seal Show globeShow map of EuropeShow map of French overseas territoriesLocation of160France160dark green–160in Europe160green amp160dark grey–160in the European Union160greenCapitaland largest cityParis48°51′N 2°21′Exfeff  xfeff48850°N 2350°Exfeff  48850 2350Official languagemwparseroutput noboldfontweightnormaland national languageFrench91I93Nationality 2018930 French citizens70 foreign nationals,P36,Forwards
Battle of Actium,MarkAntony,Mark Antony,The Battle of Actium was a naval battle in the last war of the Roman Republic fought between the fleet of Octavian and the combined forces of Mark Antony and Queen Cleopatra of Egypt,P710,Forwards
Via dei Fori Imperiali,Italy,Italy,The Via dei Fori Imperiali formerly Via dei Monti then Via dellImpero is a road in the centre of the city of Rome Italy that runs in a straight line from the Piazza Venezia to the Colosseum,P17,Forwards
Crimean War,OttomanEmpire,,Total 673700 235568including160822632  40000160822632 10000 309268 107864 21000,P710,Forwards
Punic Wars,RomanRepublic,Roman Republic,The Punic Wars were a series of wars taking place between 264 and 146160BC that were fought between the Roman Republic and Ancient Carthage,P710,Forwards
Reggio Calabria,Calabria,Calabria,Reggino Rìggiu Bovesia Calabrian Greek Rìji Ancient Greek Ῥήγιον romanized160Rhḗgion Greek Ρήγιο romanized160Ríyio Latin Rhēgium commonly known as Reggio Calabria listen or simply Reggio in Southern Italy is the largest city and the most populated comune of Calabria,P361,Forwards
Spanish Steps,Rome,Rome,The Spanish Steps Italian Scalinata di Trinità dei Monti are a set of steps in Rome Italy climbing a steep slope between the Piazza di Spagna at the base and Piazza Trinità dei Monti dominated by the Trinità dei Monti church at the top,P131,Forwards
Seven hills of Rome,Rome,Rome,The seven hills of Rome Latin Septem collesmontes Romae Italian Sette colli di Roma ˈsɛtte ˈkɔlli di ˈroːma east of the river Tiber form the geographical heart of Rome within the walls of the city,P131,Forwards
Kingdom of Sardinia,CrimeanWar,Crimean War,By the time of the Crimean War in 1853 the Savoyards had built the kingdom into a strong power,P710,Backwards
Via della Conciliazione,Rome,Rome,Via della Conciliazione Road of the Conciliation is a street in the Rione of Borgo within Rome Italy,P131,Forwards
Pope Adrian I,PapalStates,Papal States,Pope Adrian I Latin Hadrianus I died 25 December 795 was the bishop of Rome and ruler of the Papal States from 1 February 772 to his death,P937,Forwards
Nero,Rome,Rome,Born in Antium south of Rome in 54 AD Nero was guided by his mother Agrippina his tutor Seneca and his Praetorian prefect Afranius Burrus during his initial years as emperor,P20,Forwards
Western Roman Empire,Ravenna,Ravenna,The Western Roman Empire collapsed in 476 and the Western imperial court in Ravenna was formally dissolved by Justinian in 554,P36,Forwards
Byzantine Empire,Constantinople,Constantinople,The Byzantine Empire also referred to as the Eastern Roman Empire or Byzantium was the continuation of the Roman Empire in its eastern provinces during Late Antiquity and the Middle Ages when its capital city was Constantinople,P17,Backwards
Papal States,Rome,Rome,The Papal States in 1815 after the Napoleonic WarsMap of the Papal States green in 1789 before the French seized papal lands in France including its exclaves of Benevento and Pontecorvo in Southern Italy and the Comtat Venaissin and Avignon in Southern FranceCapitalRomeCommon160languagesLatin Italian OccitanReligion Roman CatholicismGovernmentUnitary Christian theocratic absolute elective monarchyPope160•160754–757 first Stephen II•1601846–1870 last Pius IX,P36,Forwards
Capitoline Museums,Rome,Rome,The Capitoline Museums Italian Musei Capitolini is a single museum containing a group of art and archaeological museums in Piazza del Campidoglio on top of the Capitoline Hill in Rome Italy,P131,Forwards
Roman Republic,AncientRome,classical Roman civilization,The Roman Republic Latin Rēs pūblica Rōmāna ˈreːs ˈpuːblɪka roːˈmaːna officially the Senate and People of Rome Latin Senatus Populusque Romanus  was the era of classical Roman civilization led by the Roman people beginning with the overthrow of the Roman Kingdom traditionally dated to 509 BC and ending in 27 BC with the establishment of the Roman Empire,P527,Backwards
Column of Phocas,Italy,Italy,The Column of Phocas Italian Colonna di Foca is a Roman monumental column in the Roman Forum of Rome Italy built when Rome was part of the Eastern Roman Empire after reconquest from the Kingdom of the Ostrogoths,P17,Forwards
Tuscany,Florence,Florence,The main tourist spots are Florence Pisa Castiglione della Pescaia Grosseto and Siena,P36,Forwards
Rome metropolitan area,Italy,Italy,The Rome metropolitan area is a statistical area that is centred on the city of Rome Italy,P17,Forwards
Colosseum,Italy,Italy,The Colosseum ˌkɒləˈsiːəm KOLəSEEəm Italian Colosseo kolosˈsɛːo is an oval amphitheatre in the centre of the city of Rome Italy just east of the Roman Forum,P17,Forwards
Ancient Rome,RomanRepublic,Roman Republic,In historiography ancient Rome is Roman civilization from the founding of the Italian city of Rome in the 8th century BC to the collapse of the Western Roman Empire in the 5th century AD encompassing the Roman Kingdom 753 BC–509 BC Roman Republic 509 BC–27 BC and Roman Empire 27 BC–476 AD until the fall of the western empire,P361,Backwards
Roman Empire,Rome,Rome,From the accession of Caesar Augustus to the military anarchy of the 3rd century it was a principate with Italy as metropole of the provinces and the city of Rome as sole capital 27 BC160821132AD 286,P36,Forwards
Baths of Diocletian,Italy,Italy,The Baths of Diocletian Latin Thermae Diocletiani Italian Terme di Diocleziano were public baths in ancient Rome in what is now Italy,P17,Forwards
Charles Borromeo,CatholicChurch,Catholic Church,Charles Borromeo Italian Carlo Borromeo Latin Carolus Borromeus 2 October 1538 – 3 November 1584 was the Archbishop of Milan from 1564 to 1584 and a cardinal of the Catholic Church,P140,Forwards
Pope Callixtus III,PapalStates,Papal States,Pope Callixtus III 31 December 1378 – 6 August 1458 born Alfonso de Borgia Valencian Alfons de Borja was head of the Catholic Church and ruler of the Papal States from 8 April 1455 to his death,P937,Forwards
Tiber Island,Rome,Rome,The Tiber Island Italian Isola Tiberina Latin Insula Tiberina is the only island in the part of the Tiber which runs through Rome,P131,Forwards
Charles Borromeo,CatholicChurch,Catholic Church,In that role he was responsible for significant reforms in the Catholic Church including the founding of seminaries for the education of priests,P140,Forwards
Pope Pius IX,PapalStates,Papal States, He was notable for convoking the First Vatican Council in 1868 and for permanently losing papal control of the Papal States in 1870 to the Kingdom of Italy,P937,Forwards
Rome,Lazio,Lazio,Rome Italian and Latin Roma ˈroːma32listen is the capital city and a special comune of Italy named Comune di Roma Capitale as well as the capital of the Lazio region,P36,Backwards
Food and Agriculture Organization,Italy,Italy,Coined minted by Italy in 1970s to celebrate and promote Food and Agriculture Organization,P463,Backwards
Pope Clement III,PapalStates,Papal States,Pope Clement III Latin Clemens III 1130160– 20 March 1191 born Paulino or Paolo Scolari was the head of the Catholic Church and ruler of the Papal States from 19 December 1187 to his death,P937,Forwards
Pope Martin I,CatholicChurch,Catholic Church,He is considered a saint and martyr by the Catholic Church and the Eastern Orthodox Church,P140,Forwards
France,FirstFrenchEmpire,First French Empire,Following the revolution France reached its political and military zenith in the early 19th century under Napoleon Bonaparte subjugating much of continental Europe and establishing the First French Empire,P17,Backwards
Lazio,Rome,Rome,The capital of Lazio is Rome which is also the capital and largest city of Italy,P36,Forwards
Pope Sixtus V,CatholicChurch,Catholic Church,Pope Sixtus V 13 December 1521 – 27 August 1590 born Felice Piergentile was head of the Catholic Church from 24 April 1585 to his death,P140,Forwards
Lateran Palace,Lateran,Lateran,Johns Square in Lateran on the Caelian Hill the palace is adjacent to the Archbasilica of Saint John Lateran the cathedral church of Rome,P361,Forwards
Pope Pius V,CatholicChurch,Catholic Church,Pope Pius V 17 January 1504160– 1 May 1572 born Antonio Ghislieri from 1518 called Michele Ghislieri OP was head of the Catholic Church and ruler of the Papal States from 8 January 1566 to his death in 1572,P140,Forwards
Niccoline Chapel,VaticanCity,Vatican City,The Niccoline Chapel Italian Cappella Niccolina is a chapel in the Apostolic Palace in Vatican City,P17,Forwards
Pope Sixtus IV,PapalStates,Papal States,Pope Sixtus IV 21 July 1414160– 12 August 1484 born Francesco della Rovere was head of the Catholic Church and ruler of the Papal States from 9 August 1471 to his death,P937,Forwards
France,Paris,Paris,France is a unitary semipresidential republic with its capital in Paris the countrys largest city and main cultural and commercial centre,P17,Backwards
Apostolic Palace,VaticanCity,Vatican City,The Apostolic Palace Latin Palatium Apostolicum Italian Palazzo Apostolico is the official residence of the pope the head of the Catholic Church located in Vatican City,P17,Forwards
Pope Nicholas V,PapalStates,Papal States,Pope Nicholas V Latin Nicholaus V 13 November 1397 – 24 March 1455 born Tommaso Parentucelli was head of the Catholic Church and ruler of the Papal States from 6 March 1447 until his death,P937,Forwards
Viminal Hill,SevenhillsofRome,Seven Hills of Rome,The Viminal Hill ˈvɪmɪnəl VIMinəl Latin Collis Vīminālis ˈkɔllɪs wiːmɪˈnaːlɪs Italian Viminale vimiˈnaːle is the smallest of the famous Seven Hills of Rome,P361,Forwards
World War II,Axispowers,Axis alliance,From late 1939 to early 1941 in a series of campaigns and treaties Germany conquered or controlled much of continental Europe and formed the Axis alliance with Italy and Japan along with other countries later on,P710,Forwards
Pope Julius II,PapalStates,Papal States,Pope Julius II Italian Papa Giulio II Latin Iulius II born Giuliano della Rovere 5 December 144316082113221 February 1513 was head of the Catholic Church and ruler of the Papal States from 1503 to his death in 1513,P937,Forwards
Pope Leo X,PapalStates,Papal States,Pope Leo X born Giovanni di Lorenzo de Medici 11 December 14751608211321 December 1521 was head of the Catholic Church and ruler of the Papal States from 9 March 1513 to his death,P937,Forwards
Pope Sergius III,PapalStates,Papal States,860 − 14 April 911 was the bishop of Rome and nominal ruler of the Papal States from 29 January 904 to his death,P937,Forwards
Constantinople,OttomanEmpire,Ottoman,Ottoman,P36,Backwards
Chianciano Terme,Italy,Italian,Chianciano Terme is a comune municipality in the Province of Siena in the Italian region Tuscany located about 90 kilometres 56160mi southeast of Florence and about 50 kilometres 31160mi southeast of Siena,P17,Forwards
Tyrrhenian Sea,MediterraneanSea,Mediterranean Sea,The Tyrrhenian Sea tɪˈriːniən Italian Mar Tirreno mar tirˈrɛːno French Mer Tyrrhénienne mɛʁ tiʁenjɛn Sardinian Mare Tirrenu Corsican Mari Tirrenu Sicilian Mari Tirrenu Neapolitan Mare Tirreno is part of the Mediterranean Sea off the western coast of Italy,P361,Forwards
Esquiline Hill,SevenhillsofRome,Seven Hills of Rome,The Esquiline Hill ˈɛskwɪlaɪn Latin Collis Esquilinus Italian Esquilino eskwiˈliːno is one of the Seven Hills of Rome,P527,Backwards
Agostino Chigi,Rome,Rome,He moved to Rome around 1487 collaborating with his father,P20,Forwards
Holy Roman Empire,HolyRomanEmperor,Holy Roman Emperor,The dynastic office of Holy Roman Emperor was traditionally elective through the mostly German princeelectors the highestranking noblemen of the empire they would elect one of their peers as King of the Romans to be crowned emperor by the Pope although the tradition of papal coronations was discontinued in the 16th century,P17,Backwards
Pope Clement V,CatholicChurch,Catholic Church,1264 – 20 April 1314 born Raymond Bertrand de Got also occasionally spelled de Guoth and de Goth was head of the Catholic Church and ruler of the Papal States from 5 June 1305 to his death in April 1314,P140,Forwards
