Origin Page,Destination Page,Link Text,Sentence Text,Wikidata Property Label,Direction
Serbia,European Union,European Union,Since 2014 the country has been negotiating its EU accession with the aim of joining the European Union by 2025,P47,Backwards
Culture of Syria,Syria,Syria,Syria is a traditional society with a long cultural history,P17,Forwards
Torremenga,Spain,Spain,Torremenga is a municipality located in the province of Cáceres in the autonomous community of Extremadura Spain,P17,Forwards
Gaul,Germany,Germany,It was inhabited by Celtic tribes encompassing present day France Luxembourg Belgium most of Switzerland and parts of Northern Italy the Netherlands and Germany particularly the west bank of the Rhine,P17,Forwards
Irun,Spain,Spain,Irun Spanish Irún Basque Irun is a town of the Bidasoaldea region in the province of Gipuzkoa in the Basque Autonomous Community Spain,P17,Forwards
Gnaeus Servilius Caepio consul 169 BC,Roman consul,Roman consul,The son of the consul of 203 BC Gnaeus Servilius Caepio he also served as Roman consul in 169 BC alongside Quintus Marcius Philippus,P39,Forwards
Fall of Constantinople,Constantinople,capital,The Fall of Constantinople Byzantine Greek Ἅλωσις τῆς Κωνσταντινουπόλεως romanized160Hálōsis tē̂s Kōnstantīnoupóleōs Turkish İstanbulun Fethi lit820139Conquest of Istanbul39 was the capture of the Byzantine Empires capital by the Ottoman Empire,P276,Forwards
Lebanon,Syria,Syria,It is bordered by Syria to the north and east and Israel to the south while Cyprus lies just west of it across the Mediterranean Sea,P47,Backwards
Holy Roman Empire,Roman Empire,Rome,The exact term Holy Roman Empire was not used until the 13th century before which the empire was referred to variously as universum regnum the whole kingdom as opposed to the regional kingdoms imperium christianum Christian empire or Romanum imperium Roman empire but the Emperors legitimacy always rested on the concept of translatio imperii91d93 that he held supreme power inherited from the ancient emperors of Rome,P138,Forwards
Greece,Tourism in Greece,tourism industry,Greeces unique cultural heritage large tourism industry prominent shipping sector and geostrategic importance classify it as a middle power,P17,Backwards
Vatican Historical Museum,Lateran Palace,Apostolic Palace of the Lateran,In 1987 it was moved to the main floor of the Apostolic Palace of the Lateran and opened in March 1991,P276,Forwards
Classical architecture,Architecture,architecture,Classical architecture usually denotes architecture which is more or less consciously derived from the principles of Greek and Roman architecture of classical antiquity or sometimes even more specifically from the works of the Roman architect Vitruvius,P279,Forwards
Battle of Feldkirch,War of the Second Coalition,War of the Second Coalition,The War of the Second Coalition combat occurred at the Austrian town of Feldkirch Vorarlberg located 158 kilometres 98160mi west of Innsbruck,P361,Forwards
River Medway,Medway,Medway,It rises in the High Weald Sussex and flows through Tonbridge Maidstone and the Medway conurbation in Kent before emptying into the Thames Estuary near Sheerness a total distance of 70 miles 113160km,P131,Forwards
Morocco,Demographics of Morocco,Population,Area •160Total710850160km2 274460160sq160mior 446550 km2b3239th or 57th•160Water1600056 250 km2Population•1602020 estimate371120803239th•1602014160census33848242•160Density500km2 1295sq160miGDP160PPP2019160estimate•160Total332358160billion•160Per capita9339GDP160nominal2019160estimate•160Total122458160billion•160Per capita3441Gini1602015403mediumHDI160201medium160·160121stCurrencyMoroccan dirham MADTime zoneUTC1Driving siderightCalling code212ISO 3166 codeMAInternet TLDmaالمغرب,P17,Backwards
Etruscan language,Etruscan civilization,Etruscan civilization,Etruscan ɪˈtrʌskən was the language of the Etruscan civilization in Italy in the ancient region of Etruria modern Tuscany plus western Umbria and EmiliaRomagna Veneto Lombardy and Campania,P527,Backwards
Carlo Odescalchi,Catholic Church,Catholic Church,Carlo Odescalchi 5 March 1785 – 17 August 1841 was an Italian prince and priest Archbishop of Ferrara cardinal of the Catholic Church and Vicar General of the Diocese of Rome,P140,Forwards
Spaniards,Spain,Spain,Spaniards91a93 or Spanish people are a predominantly Romancespeaking nation native to Spain,P27,Forwards
Last war of the Roman Republic,List of Roman civil wars and revolts,civil wars,The last war of the Roman Republic also known as Antonys Civil War or the War between Antony and Octavian was the last of the civil wars of the Roman Republic fought between Mark Antony assisted by Cleopatra and Octavian,P361,Forwards
Northern Italy,Italian language,Italian,Northern Italy Italian Italia settentrionale Nord Italia Alta Italia or just Nord is a geographical and cultural region in the northern part of Italy,P37,Forwards
Acqui Cathedral,Italy,Italy,Acqui Cathedral Italian Duomo di Acqui Cattedrale di Santa Maria Assunta is a Catholic cathedral in the city of Acqui Terme in the province of Alessandria and the region of Piedmont Italy,P17,Forwards
Filippo Mordani,Ravenna,Ravenna,Filippo Mordani 8 September 1797 Ravenna – 20 September 1886 Forlì was an Italian writer and nationalist,P19,Forwards
Tiberius Julius Cotys I,Roman Empire,Roman client king,Tiberius Julius Cotys I Philocaesar Philoromaios Eusebes also known as Cotys I or Kotys I Greek Τιβέριος Ἰούλιος Κότυς Α Φιλόκαισαρ Φιλορωμαῖος Eὐσεβής Philocaesar Philoromaios Eusebes means lover of Caesar lover of Rome who is the pious one flourished 1st century was a prince and Roman client king of the Bosporan Kingdom,P2348,Forwards
Tiberius Julius Cotys II,Ancient Rome,Roman ancestry,Cotys II was the son and heir of the Bosporan King Sauromates I by an unnamed wife and was of Greek Iranian and Roman ancestry,P27,Forwards
Ain Aata,Rashaya,Rashaya,Ain Aata Ain Ata Ain Ata or Ayn Aata is a village and municipality situated southwest of Rashaya 99 kilometres 62160mi southeast of Beirut in the Rashaya District of the Beqaa Governorate in Lebanon,P276,Forwards
Merula cognomen,Ancient Rome,Rome,Merula was a cognomen of the gens Cornelia at Rome,P17,Forwards
Dénia,Spain,Spain,Dénia Valencian160ˈdenia Spanish Denia ˈdenja is a historical coastal city in the province of Alicante Spain on the Costa Blanca halfway between Alicante and Valencia and the capital and judicial seat of the comarca of Marina Alta,P17,Forwards
Ptolemaic Kingdom,Death of Cleopatra,death of Cleopatra,It was founded in 305 BC by Ptolemy I Soter a companion of Alexander the Great and lasted until the death of Cleopatra VII in 30 BC,P276,Backwards
San Lorenzo Nuovo,Italy,Italy,San Lorenzo Nuovo is a small town and comune in the province of Viterbo in the Latium region of Italy,P17,Forwards
Onorato Caetani,Rome,Rome,He was born in Rome which was then part of the Papal States to Michelangelo and Calixta Rzewuska,P19,Forwards
Agricola book,Gnaeus Julius Agricola,Gnaeus Julius Agricola,The work recounts the life of his fatherinlaw Gnaeus Julius Agricola an eminent Roman general and Governor of Britain from AD 7778 – 8384,P921,Forwards
Sextus Julius Caesar consul 91 BC,Roman consul,consulship,Sextus Julius Caesar was a Roman statesman who held the consulship in 91 BC,P39,Forwards
Tipaza,Algeria,Algeria,Tipaza formerly Tefessedt ChenouaBerber Bazar ⴱⴰⵣⴰⵔ Arabic تيپازة8206 is the capital of the Tipaza Province Algeria,P17,Forwards
Flonheim,Germany,Germany,Flonheim is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the AlzeyWorms district in RhinelandPalatinate Germany,P17,Forwards
Pope Clement IX,Catholic Church,Catholic Church,Pope Clement IX Latin Clemens IX 28 January 1600160– 9 December 1669 born Giulio Rospigliosi was head of the Catholic Church and ruler of the Papal States from 20 June 1667 to his death in 1669,P140,Forwards
Tunisia,Sahara,Sahara,It contains the eastern end of the Atlas Mountains and the northern reaches of the Sahara desert with much of its remaining territory arable land,P131,Backwards
Bagnoregio,Viterbo,Viterbo,Bagnoregio is a comune municipality in the Province of Viterbo in the Italian region of Lazio located about 90 kilometres 56160mi northwest of Rome and about 28 kilometres 17160mi north of Viterbo,P47,Backwards
The Settlers II 10th Anniversary,The Settlers II,The Settlers II,Released for Microsoft Windows in September 2006 it is a remake of The Settlers II 1996,P4969,Backwards
Pope Clement VI,Catholic Church,Catholic Church,Pope Clement VI Latin Clemens VI 1291 – 6 December 1352 born Pierre Roger was head of the Catholic Church from 7 May 1342 to his death in 1352,P140,Forwards
Ottoman Empire,Byzantine Empire,Byzantine Empire,The Ottomans ended the Byzantine Empire with the 1453 conquest of Constantinople by Mehmed the Conqueror,P155,Forwards
Renaissance music,Renaissance,Renaissance,Renaissance music is vocal and instrumental music written and performed in Europe during the Renaissance era,P527,Backwards
Crimean War,Second French Empire,France,The Crimean War91e93 was a military conflict fought from October 1853 to February 1856 in which Russia lost to an alliance made up of France the Ottoman Empire the United Kingdom and Sardinia,P710,Forwards
Schwaigern,Germany,Germany,Schwaigern160help·info is a town in the district of Heilbronn BadenWürttemberg Germany,P17,Forwards
Villa Magna,Anagni,Anagni,Villa Magna is a large ancient imperial Roman villa near the modern town of Anagni in Lazio central Italy,P131,Forwards
Elst Gelderland,Netherlands,Dutch,Elst is a town in the municipality of Overbetuwe in the Dutch province of Gelderland,P17,Forwards
House of Bourbon,Duchy of Parma,Parma,By the 18th century members of the Spanish Bourbon dynasty held thrones in Spain Naples Sicily and Parma,P17,Forwards
Pope Gregory VIII,Papal States,Papal States,11001105160– 17 December 1187 born Alberto di Morra was head of the Catholic Church and ruler of the Papal States for two months in 1187,P27,Forwards
Rohrbach Birkenfeld,Germany,Germany,Rohrbach160help·info is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the Birkenfeld district in RhinelandPalatinate Germany,P17,Forwards
Georgia country,Turkey,Turkey,It is a part of the Caucasus region bounded to the west by the Black Sea to the north and east by Russia to the south by Turkey and Armenia and to the southeast by Azerbaijan,P47,Forwards
Cairo,Egypt,Egypt,Cairo ˈkaɪroʊ  KYroh Arabic القاهرة8206 romanized160alQāhirah pronounced160ælˈqɑːhɪɾɑ32listen Coptic ϯⲕⲉϣⲣⲱⲙⲓ is the capital and largest city of Egypt,P1376,Forwards
OffenbachHundheim,Germany,Germany,OffenbachHundheim is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the Kusel district in RhinelandPalatinate Germany,P17,Forwards
Morigerati,Province of Salerno,province of Salerno,Morigerati Cilentan Murgirati is a town and comune in the province of Salerno in the Campania region of southwestern Italy,P131,Forwards
Pope Clement V,Papal States,Papal States,1264 – 20 April 1314 born Raymond Bertrand de Got also occasionally spelled de Guoth and de Goth was head of the Catholic Church and ruler of the Papal States from 5 June 1305 to his death in April 1314,P937,Forwards
Art of ancient Egypt,Ancient Egypt,ancient Egypt,Ancient Egyptian art refers to art produced in ancient Egypt between the 31st160century160BC and the 4th160century160AD spanning from the Early Dynastic Period until the Christianization of Roman Egypt,P1269,Forwards
Ariobarzanes I of Media Atropatene,Monarch,monarch,Ariobarzanes I was a monarch of Median and possibly of Armenian Greek descent,P106,Forwards
Capitoline Wolf,Italy,Italy,The sculpture has been housed since 1471 in the Palazzo dei Conservatori on the Campidoglio the ancient Capitoline Hill Rome Italy and  many replicas are in various places around the world,P276,Forwards
Tolfa,Italy,Italy,Tolfa is a town and comune of the Metropolitan City of Rome in the Lazio region of central Italy it lies to the ENE of Civitavecchia by road,P17,Forwards
Caryatid,Column,column,Καρυάτιδες is a sculpted female figure serving as an architectural support taking the place of a column or a pillar supporting an entablature on her head,P279,Forwards
Hanno II the Great,Carthage,Carthaginian,Hanno II the Great Punic 𐤇‬𐤍‬𐤀‬‬ ḤNʾ was a wealthy Carthaginian aristocrat in the 3rd century160BC,P19,Forwards
Provence wine,France,France,Provence Provençal wine comes from the French wineproducing region of Provence in southeast France,P17,Forwards
Lacus Juturnae,Ancient Rome,Romans,The Lacus Iuturnae — or Lacus Juturnae or Spring of Juturna — is the name of a formal pool built by the Romans near a spring or well in the Roman Forum,P2596,Forwards
Romulus and Remus,Romulus,Romulus,In Roman mythology Romulus and Remus Latin160ˈroːmʊlʊs ˈrɛmʊs are twin brothers whose story tells the events that led to the founding of the city of Rome and the Roman Kingdom by Romulus,P527,Forwards
Artaxias III,Antonia Tryphaena,Antonia Tryphaena,His younger siblings were Polemon II of Pontus who would succeed his mother and became the last ruler of Pontus and Antonia Tryphaena who was the Queen of Thrace,P3373,Forwards
Philip the Arab,Roman emperor,Roman emperor,Philip the Arab Latin Marcus Julius Philippus Arabs c 204 – September 249 was Roman emperor from 244 to 249,P97,Forwards
Punic Wars,First Punic War,First Punic War,The First Punic War broke out on the island of Sicily in 264160BC,P527,Forwards
Science journal,American Association for the Advancement of Science,American Association for the Advancement of Science,Science also widely referred to as Science Magazine is the peerreviewed academic journal of the American Association for the Advancement of Science91AAAS 293 AAAS and one of the worlds top academic journals,P2813,Backwards
Kingdom of Italy,Austrian Empire,Austria,Italy declared war on Austria in alliance with Prussia in 1866 and received the region of Veneto following their victory,P156,Backwards
Siege of Florence 1529–30,Florence,Florentines,The Florentines had thrown off Medici rule and established a republic after the Sack of Rome in 1527 the Florentine Republic had continued to participate in the war on the side of the French,P793,Backwards
Baza Granada,Spain,Spain,Baza is a town in the province of Granada in Andalusia southern Spain twice a former Catholic bishopric and now a Latin Catholic titular see as Basti,P17,Forwards
John Cicero Elector of Brandenburg,Cicero,of the same name,After his death he received the cognomen Cicero after the Roman orator of the same name but the electors eloquence and interest in the arts is debatable,P1889,Forwards
Treviolo,Bergamo,Bergamo,Treviolo borders the following municipalities Bergamo Bonate Sopra Bonate Sotto Curno Dalmine Lallio,P47,Forwards
Pope Damasus II,Papal States,Papal States,Pope Damasus II ˈdæməsəs died 9 August 1048 born Poppo de Curagnoni was the head of the Catholic Church and ruler of the Papal States from 17 July 1048 to his death on 9 August that same year,P937,Forwards
Iberian Peninsula,Europe,Europe,The Iberian Peninsula aɪˈbɪəriən91a93 also known as Iberia91b93 is a peninsula in the southwest corner of Europe defining the westernmost edge of Eurasia,P706,Forwards
Nocera Umbra,Foligno,Foligno,Nocera Umbra is a town and comune in the province of Perugia Italy 15 kilometers north of Foligno at an altitude of 520 m above sealevel,P47,Forwards
Recanati,Italy,Italy,Recanati Italian pronunciation160rekaˈnaːti is a town and comune in the Province of Macerata in the Marche region of Italy,P17,Forwards
Dunzweiler,Germany,Germany,Dunzweiler is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the Kusel district in RhinelandPalatinate Germany,P17,Forwards
House of BourbonTwo Sicilies,Kingdom of the Two Sicilies,Kingdom of the Two Sicilies,His descendants occupied the joint throne renamed Kingdom of the Two Sicilies in 1816 until 1860 claimed it thereafter from exile and constitute the extant BourbonTwo Sicilies family,P17,Forwards
Italy,Mediterranean Basin,the Mediterranean,Due to its central geographic location in Southern Europe and the Mediterranean Italy has historically been home to myriad peoples and cultures,P706,Forwards
1831,1830s,1830s,1831 MDCCCXXXI was a common year starting on Saturday of the Gregorian calendar160and a common year starting on Thursday of the Julian calendar the 1831st year of the Common Era CE and Anno Domini AD designations the 831st  year of the 2nd160millennium the 31st  year of the 19th160century and the  2nd   year of the 1830s decade,P527,Backwards
Medieval cuisine,Middle Ages,Middle Ages,Medieval cuisine includes foods eating habits and cooking methods of various European cultures during the Middle Ages which lasted from the fifth to the fifteenth century,P2348,Forwards
Sallustiano,Rioni of Rome,rione,Sallustiano is the 17th rione of Rome identified by the initials R,P31,Forwards
Decimus Junius Brutus Albinus,Assassination of Julius Caesar,assassination,Decimus Junius Brutus Albinus 27 April 81 BC – September 43 BC was a Roman general and politician of the late republican period and one of the leading instigators of Julius Caesars assassination,P710,Backwards
Ramallah,Jerusalem,Jerusalem,Ramallah UK rəˈmælə rəMALə US rəˈmɑːlə rəMAHlə Arabic رام الله8206 romanized160Rām Allāh lit820139Gods Height39 is a Palestinian city in the central West Bank located 10160km 6 miles north of Jerusalem at an average elevation of 880 meters 2890160ft above sea level adjacent to alBireh,P47,Forwards
Tiberius Julius Cotys I,Tiberius Julius Rhescuporis I,Tiberius Julius Rhescuporis,Sometime during his reign Cotys married a Greek noblewoman called Eunice through whom had a son called Tiberius Julius Rhescuporis,P40,Forwards
Laubach CochemZell,Germany,Germany,Laubach is an Ortsgemeinde a municipality belonging to a Verbandsgemeinde a collective municipality in the CochemZell district in RhinelandPalatinate Germany,P17,Forwards
Aïn Draham,Tunisia,Tunisia,mwparseroutput asboxpositionrelativeoverflowhiddenmwparseroutput asbox tablebackgroundtransparentmwparseroutput asbox pmargin0mwparseroutput asbox ppmargintop025emmwparseroutput asboxbodyfontstyleitalicmwparseroutput asboxnotefontsizesmallermwparseroutput asbox navbarpositionabsolutetop075emright1emdisplaynoneThis Tunisiarelated article is a stub,P17,Forwards
Seneca the Elder,Lucius Junius Gallio Annaeanus,Lucius Junius Gallio Annaeanus,He was the father of Lucius Junius Gallio Annaeanus best known as a Proconsul of Achaia his second son was the dramatist and Stoic philosopher Seneca the Younger Lucius who was tutor of Nero and his third son Marcus Annaeus Mela became the father of the poet Lucan,P22,Backwards
Ladenburg,Germany,Germany,Ladenburg is a town in northwestern BadenWürttemberg Germany,P17,Forwards
Pope Clement XIV,Papal States,Papal States,Pope Clement XIV Latin Clemens XIV 31 October 1705160– 22 September 1774 born Giovanni Vincenzo Antonio Ganganelli was head of the Catholic Church and ruler of the Papal States from 19 May 1769 to his death in 1774,P937,Forwards
Tamuda,Morocco,Morocco,It is located 6160km 4 miles west of the presentday Tetouan in northern Morocco,P131,Forwards
Civitanova Marche,Province of Macerata,Province of Macerata,Civitanova Marche is a comune municipality in the Province of Macerata in the Italian region Marche located about 40 kilometres 25 miles southeast of Ancona and about 25160km 16160mi east of Macerata,P131,Forwards
Òdena,Spain,Spain,Spain,P17,Forwards
1730 papal conclave,Pope Clement XII,Pope Clement XII,The 1730 papal conclave elected Pope Clement XII as the successor to Pope Benedict XIII,P1344,Backwards
Zarmandukht,Vologases of Armenia,Vologases, She was regent of Armenia during the minority of her sons Arsaces III Arshak III and his coruler Vologases who ruled from 378 until 386387,P40,Forwards
History of astrology,Astrology,Astrological,Astrological beliefs in correspondences between celestial observations and terrestrial events have influenced various aspects of human history including worldviews language and many elements of social culture,P1269,Forwards
Teodorico Pedrini,Fermo,Fermo,Pedrini was born in Fermo in the Marche then part of the Papal States,P19,Forwards
1st arrondissement of Paris,Paris,the capital city,The 1st arrondissement of Paris Ier arrondissement is one of the 20 arrondissements of the capital city of France,P150,Backwards
Luxorius poet,Carthage,Carthage,Luxorius was an Ancient Roman poet and writer of epigrams who lived in Carthage Africa during the last years of the Vandal rule in the 6th century under the reign of the Vandal Kings Thrasamund Hilderic and Gelimer AD 496534,P551,Forwards
Plutarch,Moralia,Moralia,He is known primarily for his Parallel Lives a series of biographies of illustrious Greeks and Romans and Moralia a collection of essays and speeches,P50,Backwards
Föckelberg,Germany,Germany,Föckelberg is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the Kusel district in RhinelandPalatinate Germany,P17,Forwards
Constantinople,Sack of Constantinople,Sack of Constantinople,1204 AD Sack of Constantinople,P276,Backwards
Coriano,Province of Rimini,province of Rimini,Coriano Romagnol Curién is a comune in the province of Rimini,P131,Forwards
Ronchamp,France,France,Ronchamp French pronunciation1608203ʁɔ̃ʃɑ̃ is a commune in the HauteSaône department in the region of BourgogneFrancheComté in eastern France,P17,Forwards
Basilica of Saint Francis of Assisi,Assisi,Assisi,The Basilica of Saint Francis of Assisi Italian Basilica di San Francesco dAssisi Latin Basilica Sancti Francisci Assisiensis is the mother church of the Roman Catholic Order of Friars Minor Conventual in Assisi a town in the Umbria region in central Italy where Saint Francis was born and died,P131,Forwards
The Scarlet Fig,The Phoenix and the Mirror,The Phoenix and the Mirror,It is the third and final novel of the authors Vergil Magus sequence following The Phoenix and the Mirror 1969 and Vergil in Averno 1987,P155,Backwards
Calabria,Reggio Calabria,Reggio Calabria,The Regional Council of Calabria is based at the Palazzo Campanella in the city of Reggio Calabria,P361,Backwards
La Souterraine,France,France,La Souterraine Limousin La Sotarrana is a commune in the Creuse department in the NouvelleAquitaine region in central France,P17,Forwards
Roman emperor,Constantine the Great,Constantine the Great,The reign of Constantine the Great witnessed the removal of the Caput Mundi from Rome to Constantinople formerly known as Byzantium in 330 AD,P97,Backwards
Anglesey,Wales,Wales,Anglesey ˈæŋɡəlsiː Welsh Ynys Môn ˈənɨs ˈmoːn an island off the northwest coast of Wales forms a principal area Isle of Anglesey and historic county,P131,Forwards
Spoleto,Italy,Italian,Spoleto spəˈleɪtoʊ also US spoʊˈleɪtoʊ spoʊˈliːtoʊ UK spoʊˈlɛtoʊ Italian160spoˈleːto Latin Spoletum is an ancient city in the Italian province of Perugia in eastcentral Umbria on a foothill of the Apennines,P17,Forwards
Old Sarum,Old Sarum Cathedral,great cathedral,The Normans constructed a motte and bailey castle a stone curtain wall and a great cathedral,P361,Backwards
Cato the Elder,Cato the Younger,Cato the Younger, His epithet Elder distinguishes him from his equally famous greatgrandson Cato the Younger who opposed Julius Caesar,P1889,Backwards
Joseph Calasanz,Italian language,Italian,Joseph Calasanz SchP Spanish José de Calasanz Italian Giuseppe Calasanzio September 11 1557 – August 25 1648 also known as Joseph Calasanctius and Iosephus a Mater Dei was a Spanish Catholic priest educator and the founder of the Pious Schools providing free education to the sons of the poor and the Religious Order that ran them commonly known as the Piarists,P1412,Forwards
University of Zaragoza,Spain,Spain,The University of Zaragoza sometimes referred to as Saragossa University Spanish Universidad de Zaragoza is a public university with teaching campuses and research centres spread over the three provinces of Aragon Spain,P17,Forwards
Isoletta,Italy,Italy,Isoletta is a village in Italy in the Valle Latina within the Arce municipality,P17,Forwards
Ottoman–Habsburg wars,Battle of Lepanto,Lepanto,Lepanto1601571,P361,Backwards
Papal apartments,Apostolic Palace,Apostolic Palace,The Papal apartments is the nonofficial designation for the collection of apartments which are private state and religious that wrap around a courtyard the Courtyard of Sixtus V Cortile di Sisto V on two sides of the third top floor of the Apostolic Palace in Vatican City,P361,Forwards
Jablanica District,Serbia,Serbia,It expands in the southeastern parts of Serbia,P150,Backwards
St Peters Basilica,Michelangelo,Michelangelo,Peters has many historical associations with the Early Christian Church the Papacy the Protestant Reformation and Catholic Counterreformation and numerous artists especially Michelangelo,P800,Backwards
House of Loredan,Republic of Venice,Venice,The family was significant in the War of the League of Cambrai with Doge Leonardo Loredan leading Venice to a victory against the Papal States which resulted in the pope having to pay the Loredan family a financial settlement of approximately 500000 ducats an enormous amount of money,P495,Forwards
Apostolic Palace,Pope,pope,The Apostolic Palace Latin Palatium Apostolicum Italian Palazzo Apostolico is the official residence of the pope the head of the Catholic Church located in Vatican City,P263,Backwards
Cicero,Latin,Latin,His influence on the Latin language was immense,P1412,Forwards
Tanur Malappuram,Malappuram district,Malappuram district,It is the 17thmost populated municipality in the state the fourthmost populated municipality in the district and the secondmost densely populated municipality in Malappuram district having about 3568 residents per square kilometre as of the year 2011,P131,Forwards
Spain,Morocco,Morocco,The African exclaves of Ceuta Melilla and Peñón de Vélez de la Gomera make Spain the only European country to have a physical border with an African country Morocco,P530,Forwards
Corfinium,Italy,Italy,Corfinium Greek Κορφίνιον was a city in ancient Italy on the eastern side of the Apennines due east of Rome near modern Corfinio in the province of LAquila Abruzzo region,P17,Forwards
Latins Italic tribe,Latin,Latin,Their language Latin belonged to the Italic branch of IndoEuropean,P1412,Forwards
Roman magistrate,Quaestor,quaestorship,The traditional magistracies that survived the fall of the republic were the consulship praetorship plebeian tribunate aedileship quaestorship and military tribunate,P279,Backwards
St Albans,Verulamium,Verulamium,St Albans was the first major town on the old Roman road of Watling Street for travellers heading north and it became the Roman city of Verulamium,P1365,Forwards
Maalul,Israel,Israel,Maalul Arabic معلول8206 was a village made up primarily of Palestinian Christians that was depopulated and destroyed by Israel during the 1948 ArabIsraeli war,P17,Forwards
Italian Renaissance,Italian Renaissance painting, painting,The Italian Renaissance has a reputation for its achievements in  painting  architecture  sculpture  literature  music  philosophy science  technology and  exploration,P527,Forwards
Lucius Verus,Antoninus Pius,Antoninus Pius,After his biological fathers death in 138 he was adopted by Antoninus Pius who was himself adopted by Hadrian,P40,Backwards
Laufersweiler,Germany,Germany,Laufersweiler is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the RheinHunsrückKreis district in RhinelandPalatinate Germany,P17,Forwards
Maritime republics,Republic of Venice,Venice,The best known among them were Venice Genoa Pisa and Amalfi less known but not always less important are Ragusa now Dubrovnik Gaeta Ancona and the little Republic of Noli,P527,Forwards
Siege of Philippopolis 250,Plovdiv,Plovdiv,The Siege of Philippopolis was fought in about 250 between Rome and the Goths during the invasions of 249–253 at the Thracian city of Philippopolis modern Plovdiv Bulgaria,P276,Forwards
Florence,Tuscany,Tuscany,Florence ˈflɒrəns FLORRənss Italian Firenze fiˈrɛntse32listen91a93 is a city in Central Italy and the capital city of the Tuscany region,P1376,Forwards
Perugia,Raphael,Raphael,Perugino was the teacher of Raphael the great Renaissance artist who produced five paintings in Perugia today no longer in the city and one fresco,P937,Backwards
Stanislaus Kostka,Rome,Rome,He entered the Society of Jesus in Rome on his 17th birthday 28 October 1567 and is said to have foretold his death a few days before it occurred,P119,Forwards
Umbertide,Perugia,Perugia,It is 30160km 19160mi North of Perugia and 20160km 12160mi South of Città di Castello,P47,Backwards
Agamemnon Seneca,Seneca the Younger,Lucius Annaeus Seneca,1012 lines of verse written by Lucius Annaeus Seneca in the first century AD which tells the story of Agamemnon who was killed by his wife Clytemnestra in his palace after his return from Troy,P50,Forwards
Carlo II Malatesta,Condottiero,condottiero,Carlo II Malatesta c82011390 – 14 November 1438 was an Italian politician and condottiero,P106,Forwards
Kingdom of Italy,Italy,Italian Republic,Italians decided to abandon the monarchy and form the Italian Republic the presentday Italian state,P1366,Forwards
Nero,Rome,Rome,Nero was born in Antium south of Rome in 37 AD,P119,Forwards
Archaic Triad,Jupiter mythology,Jupiter,The Archaic Triad is a hypothetical divine triad consisting of the three allegedly original deities worshipped on the Capitoline Hill in Rome Jupiter Mars and Quirinus,P527,Forwards
Defeat of Boudica,Iceni,Iceni,Iceni Trinovantes and other British peoplesCommanders and leaders,P710,Forwards
Western Roman Empire,Fall of the Western Roman Empire,end of the Western Empire,The date of 476 was popularized by the 18thcentury British historian Edward Gibbon as a demarcating event for the end of the Western Empire and is sometimes used to mark the transition from Antiquity to the Middle Ages,P17,Backwards
Brauneberg,Germany,Germany,Brauneberg is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the BernkastelWittlich district in RhinelandPalatinate Germany,P17,Forwards
Ancient Egypt,Art of ancient Egypt,art,Its art and architecture were widely copied and its antiquities carried off to far corners of the world,P1269,Backwards
Gaius Caesar,Marcus Vipsanius Agrippa,Marcus Vipsanius Agrippa,Although he was born to Marcus Vipsanius Agrippa and Julia Augustus only daughter Gaius and his younger brother Lucius Caesar were raised by their grandfather as his adopted sons and jointheirs to the empire,P22,Forwards
First Punic War,Punic Wars,three wars,The First Punic War 264–241 BC was the first of three wars fought between Rome and Carthage the two main powers of the western Mediterranean in the early 3rd century BC,P361,Forwards
Aragon,Spain,Spain,Aragon ˈærəɡɒn or ˈærəɡən Spanish and Aragonese Aragón aɾaˈɣon Catalan Aragó əɾəˈɣo is an autonomous community in Spain coextensive with the medieval Kingdom of Aragon,P150,Backwards
Bracquemont,France,France,Bracquemont is a former commune in the SeineMaritime department in the Normandy region in northern France,P17,Forwards
Jacopone da Todi,Umbria,Umbria,1230 8211 25 December 1306 was an Italian Franciscan friar from Umbria in the 13th century,P119,Forwards
1521–1522 papal conclave,Pope Paul III,Pope Paul III,The conclave was marked by the early candidacies of cardinalnephew Giulio deMedici future Pope Clement VII and Alessandro Farnese future Pope Paul III although the Colonna and other cardinals blocked their election,P1344,Backwards
Aulus Postumius Albus Regillensis consul 496 BC,Spurius Postumius Albus Regillensis consul 466 BC,Spurius Postumius Albus Regillensis,He was according to some genealogies the father of Spurius Postumius Albus Regillensis and Aulus Postumius Albus Regillensis,P40,Forwards
European Union,Malta,Malta,   160Malta,P150,Forwards
Orival SeineMaritime,France,France,Orival is a commune in the SeineMaritime departement in the Normandy region in northern France,P17,Forwards
Tiberius Julius Cotys II,Tiberius Julius Rhoemetalces,Rhoemetalces,From this marriage he had a son called Rhoemetalces who succeeded in Cotys II in 132,P22,Backwards
