Origin Page,Destination Page,Link Text,Sentence Text,Wikidata Property Label,Direction
Aubignosc,France,France,Aubignosc is a commune in the AlpesdeHauteProvence department in the ProvenceAlpesCôte dAzur region of southeastern France,P17,Forwards
Deir El Aachayer,Rashaya,Rashaya,Deir El Aachayer Arabic ديرالعشاير8206 is a village north of Rashaya in the Rashaya District and south of the Beqaa Governorate in Lebanon,P131,Forwards
Motru,Romania,Romania,Motru Romanian pronunciation160ˈmotru is a city in Romania Gorj County,P17,Forwards
Vespasian,Roman emperor,Roman emperor,Vespasian vɛˈspeɪʒiən ziən Latin Vespasianus wɛspasiˈanʊs 17 November AD 9 – 23 June 79 was Roman emperor from 69 to 79,P39,Forwards
Mannebach Vulkaneifel,Germany,Germany,Mannebach is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the Vulkaneifel district in RhinelandPalatinate Germany,P17,Forwards
Pope Leo V,Pope,pope,Although he was a priest when he was elected pope following the death of Pope Benedict IV 900–903 he was not a cardinal priest of Rome,P39,Forwards
Via Giulia,Rome,Rome,The Via Giulia is a street of historical and architectural importance in Rome Italy which runs along the left east bank of the Tiber from Piazza San Vincenzo Pallotti near Ponte Sisto to Piazza dellOro,P131,Forwards
Perugia,Pinturicchio,Pinturicchio,Another painter Pinturicchio lived in Perugia,P19,Backwards
Gaius Terentius Varro,Ancient Rome,Roman,Gaius Terentius Varro fl 218160821132200 BC was a Roman politician and general active during the Second Punic War,P19,Forwards
Niederalben,Germany,Germany,Niederalben is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the Kusel district in RhinelandPalatinate Germany,P17,Forwards
Ptolemy I Soter,Macedonia ancient kingdom,Kingdom of Macedon,367 BC – January 282 BC was a companion and historian of Alexander the Great of the Kingdom of Macedon in northern Greece who became ruler of Egypt part of Alexanders former empire,P19,Forwards
1591 papal conclave,Pope Innocent IX,Pope Innocent IX,The conclave lasted only three days and elected Pope Innocent IX,P710,Forwards
Aelia gens,Ancient Rome,Rome,The gens Aelia occasionally written Ailia was a plebeian family in Rome which flourished from the fifth century BC until at least the third century AD a period of nearly eight hundred years,P17,Forwards
Parthian Empire,Ctesiphon,Ctesiphon,With the expansion of Arsacid power the seat of central government shifted from Nisa to Ctesiphon along the Tigris south of modern Baghdad Iraq although several other sites also served as capitals,P17,Backwards
Boudica,Roman Britain,conquering forces,Boudica or Boudicca UK ˈbuːdɪkə boʊˈdɪkə US buːˈdɪkə also known as Boadicea ˌboʊədɪˈsiːə also US ˌboʊæd or Boudicea and in Welsh as Buddug IPA160ˈbɨðɨɡ was a queen of the British Celtic Iceni tribe who led an uprising against the conquering forces of the Roman Empire in AD 60 or 61,P20,Forwards
Siege of Naples 1528,Naples,Naples,The Siege of Naples was a siege of the Italian city of Naples in 1528 during the War of the League of Cognac,P131,Forwards
Lusotropicalism,Portugal,Portugal,It was theorized that because of Portugals warmer climate and having been inhabited by Celts Romans Visigoths Moors and several other peoples in premodern times the Portuguese were more humane friendly and adaptable to other climates and cultures,P17,Forwards
Carisia gens,Ancient Rome,Roman,The gens Carisia was a Roman family during the latter half of the 1st century BC  The most famous member of the gens was Titus Carisius who defeated the Astures in Hispania and took their chief town Lancia circa 25 BC but in consequence of his cruelty and insolence the Astures took up arms again in 22,P17,Forwards
Neunkirchen am Potzberg,Germany,Germany,Neunkirchen am Potzberg is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the Kusel district in RhinelandPalatinate Germany,P17,Forwards
Valencian Community,Province of Alicante,Alicante,The Valencian Community consists of three provinces which are Castellón Valencia and Alicante,P131,Backwards
Sextus Furius Medullinus consul 488 BC,Roman consul,Roman consul,Sextus Furius Medullinus sometimes Sextus Furius Medullinus Fusus was a Roman consul in 488 BC serving together with Spurius Nautius Rutilus,P39,Forwards
Vandalic War,Vandal Kingdom,Vandalic Kingdom of Carthage,The Vandalic or Vandal War was a conflict fought in North Africa largely in modern Tunisia between the forces of the Byzantine or East Roman empire and the Vandalic Kingdom of Carthage in 533–534,P710,Forwards
Pengwern,Wales,Welsh,Pengwern was a Brythonic settlement of subRoman Britain situated in what is now the English county of Shropshire adjoining the modern Welsh border,P131,Forwards
Ferdinando Cospi,Bologna,Bolognese,Marchese Ferdinando Cospi 1606 1686 was a Bolognese nobleman who acquired a large collection of natural curiosities ,P19,Forwards
Urbania,Cagli,Cagli,Urbania borders the following municipalities Acqualagna Apecchio Cagli Fermignano Peglio Piobbico SantAngelo in Vado Urbino,P47,Backwards
Kozármisleny,Hungary,Hungary,Kozármisleny German Mischlen Croatian Mišljen is a town in Baranya county Hungary,P17,Forwards
Cathedral of Saint Domnius,Split Croatia,Split,The Cathedral of Saint Domnius Croatian Katedrala Svetog Duje known locally as the Sveti Dujam or colloquially Sveti Duje is the Catholic cathedral in  Split Croatia,P131,Forwards
Kitos War,Roman Empire,, Lusius Quietus,P710,Forwards
1799–1800 papal conclave,Venice,Venice,This conclave was held in Venice and was the last to take place outside Rome,P131,Forwards
Military Museum Belgrade,Serbia,Serbia,Recent exhibits address NATO actions against Serbia in 1999 including the controversial use of cluster bombs depleted uranium and graphite bombs some of which are claimed to be in violation of international law,P17,Forwards
Lucius Antonius brother of Mark Antony,Ancient Rome,Roman,Lucius Antonius 1st century BC was the younger brother and supporter of Mark Antony a Roman politician,P27,Forwards
Gravina in Puglia,Italy,Italy,Gravina in Puglia Italian160ɡraˈviːna im ˈpuʎʎa Barese Gravéine ɡraˈviːnə ɡraˈvejnə Latin Silvium Ancient Greek Σιλούϊον romanized160Siloúïon is a town and comune of the Metropolitan City of Bari Apulia southern Italy,P17,Forwards
Amiternum,Italy,Italy,Amiternum was an ancient Sabine city then Roman city and later bishopric and Latin catholic titular see in the central Abruzzo region of modern Italy at 9160km from LAquila,P17,Forwards
Francesco I Manfredi,Faenza,Faenza,He was capitano del popolo of Faenza from 4 January 1313 and of Imola from 9 November 1314,P20,Forwards
TransSaharan trade,Algeria,Algeria,In Libya and Algeria from at least 7000 BC there was pastoralism the herding of sheep goats large settlements and pottery,P17,Forwards
Danube,Moldova,Moldova,Originating in Germany the Danube flows southeast for 2850160km 1770160mi passing through or bordering Austria Slovakia Hungary Croatia Serbia Romania Bulgaria Moldova and Ukraine before draining into the Black Sea,P17,Forwards
Italian Army,Rome,Rome,The headquarters of the Army General Staff are located in Rome opposite the Quirinal Palace where the president of Italy resides,P276,Forwards
Battle of Castelfidardo,Italian unification,Italian unification,It was fought between the Sardinian army – acting as the driving force in the war for Italian unification against the Papal States,P361,Forwards
Campania,Pompeii,Pompeii,The region is home to 10 of the 55 UNESCO sites in Italy like Pompeii and Herculaneum the Royal Palace of Caserta the Amalfi Coast and the Historic Centre of Naples,P276,Backwards
Roman–Persian Wars,Byzantine Empire,Byzantine,Battles between the Parthian Empire and the Roman Republic began in 54160BC  wars began under the late Republic and continued through the Roman later Byzantine and Sasanian empires,P710,Forwards
Mogliano,Italy,Italian,Mogliano is a comune municipality in the Province of Macerata in the Italian region Marche located about 50 kilometres 31160mi south of Ancona and about 13 kilometres 8160mi south of Macerata,P17,Forwards
Publius Rutilius Rufus,Ancient Rome,Roman,Publius Rutilius Rufus 158 BC160821132after 78 BC was a Roman statesman soldier orator and historian of the Rutilia gens as well as a greatuncle of Gaius Julius Caesar through his sister Rutilia Caesar’s maternal grandmother,P27,Forwards
Aulia gens,Ancient Rome,Roman,The gens Aulia was a Roman family during the period of the Republic,P17,Forwards
Isola del Liri,Province of Frosinone,province of Frosinone,Isola del Liri simply known as Isola Liri Campanian Lisera is an Italian town of Lazio Italy in the province of Frosinone,P131,Forwards
Pope Boniface VIII,Rome,Rome,He established the first Catholic jubilee year to take place in Rome,P20,Forwards
Persius,Ancient Rome,Roman,Aulus Persius Flaccus ˈpɜːrʃiəs ˈpɜːrʃəs 4 December 3416082113224 November 62 was a Roman poet and satirist of Etruscan origin,P27,Forwards
Federico Cesi,Acquasparta,Acquasparta,On his fathers death in 1630 he became briefly lord of Acquasparta,P20,Forwards
Lavinio,Italy,Italy,Lavinio Lido di Enea is a small sea side tourist town in the Lazio region of Italy 50 kilometres 31160mi southwest of Rome,P17,Forwards
Lucius Calpurnius Piso Frugi Licinianus,Ancient Rome,Roman,Lucius Calpurnius Piso Frugi Licinianus 38 – 15 January 69 was a Roman nobleman who lived in the 1st century,P27,Forwards
Menton,AlpesMaritimes,AlpesMaritimes,Menton French160mɑ̃tɔ̃ Occitan160menˈta written Menton in classical norm or Mentan in Mistralian norm Italian Mentone menˈtoːne is a commune in the AlpesMaritimes department in the ProvenceAlpesCôte dAzur region on the French Riviera close to the Italian border,P131,Forwards
Archaeological Museum of the American University of Beirut,Beirut,Beirut,The Archaeology Museum of the American University of Beirut in Beirut Lebanon is the third oldest museum in the Near East after Cairo and Constantinople,P131,Forwards
History of the papacy,Saeculum obscurum,saeculum obscurum,Thereafter the role of neighboring sovereigns was replaced by powerful Roman families during the saeculum obscurum the Crescentii era and the Tusculan Papacy,P361,Backwards
Pope Boniface VIII,Papal States,Papal States,1230 – 11 October 1303 was the head of the Catholic Church and ruler of the Papal States from 24 December 1294 to his death in 1303,P27,Forwards
Scheggia e Pascelupo,Italy,Italian,Scheggia e Pascelupo is a comune municipality in the Province of Perugia in the Italian region Umbria located about 40160km northeast of Perugia,P17,Forwards
Bassianae,Serbia,Serbia,Bassianae or Bassiana Serbian Basijana or Басијана was an important ancient Roman town in Pannonia today Syrmia region in Vojvodina province Serbia,P17,Forwards
Cretan War 1645–1669,Ottoman Empire,Ottoman Empire,The Cretan War Greek Κρητικός Πόλεμος Turkish Giritin Fethi also known as the War of Candia Italian Guerra di Candia or the Fifth Ottoman–Venetian War was a conflict between the Republic of Venice and her allies chief among them the Knights of Malta the Papal States and France against the Ottoman Empire and the Barbary States because it was largely fought over the island of Crete Venices largest and richest overseas possession,P17,Forwards
1724 papal conclave,Pope Benedict XIII,Pope Benedict XIII,It began on 20 March 1724 and ended on 28 May that year with the election of Vincenzo Maria Orsini a Dominican friar as Pope Benedict XIII,P710,Forwards
Critonia gens,Ancient Rome,Rome,The gens Critonia was a plebeian family at Rome,P17,Forwards
Abruzzo,Marche,Marche,Abruzzo borders the region of Marche to the north Lazio to the west and northwest Molise to the south and the Adriatic Sea to the east,P47,Forwards
Obernburg,Germany,Germany,Obernburg am Main officially Obernburg aMain short version Obernburg German32ˈoːbɐnˌbʊʁk32listen is a town in the Miltenberg district in the Regierungsbezirk of Lower Franconia Unterfranken in Bavaria Germany,P17,Forwards
Faucia gens,Ancient Rome,Roman,The gens Faucia was a Roman family at Arpinum,P17,Forwards
Raphael Rooms,Vatican City,Vatican City,The four Raphael Rooms Italian Stanze di Raffaello form a suite of reception rooms in the Apostolic Palace now part of the Vatican Museums in Vatican City,P17,Forwards
Mariahilf,Austria,Austria,Mariahilf German pronunciation32ˌmaʀiaˈhɪlf32listen Central Bavarian Mariahüf is the 6th municipal district of Vienna Austria German 6,P17,Forwards
Pope Paul V,Papal States,Papal States,Pope Paul V Latin Paulus V Italian Paolo V 17 September 1550160– 28 January 1621 born Camillo Borghese was head of the Catholic Church and ruler of the Papal States from 16 May 1605 to his death,P27,Forwards
Bharuch,India,India,Bharuch listen160help·info formerly known as Broach91a93 is a city at the mouth of the river Narmada in Gujarat in western India,P17,Forwards
Châtres SeineetMarne,France,France,Châtres is a commune in the SeineetMarne department in the ÎledeFrance region in northcentral France,P17,Forwards
Marcus Fulvius Nobilior consul 159 BC,Roman consul,consul, He is not to be confused with his father who was also called Marcus Fulvius Nobilior and who also served as consul,P39,Forwards
Estepona,Spain,Spain,Estepona Spanish pronunciation160esteˈpona is a town and municipality in the comarca of the Costa del Sol southern Spain,P17,Forwards
Italians,Italy,Italy,Legally Italian nationals are citizens of Italy regardless of ancestry or nation of residence in effect however Italian nationality is largely based on jus sanguinis and may be distinguished from ethnic Italians in general or from people of Italian descent without Italian citizenship and ethnic Italians living in territories adjacent to the Italian peninsula without Italian citizenship,P17,Forwards
Scorzè,Venice,Venice,Scorzè is a comune in the Metropolitan City of Venice in the Italian region of Veneto located about 25 kilometres 16160mi northwest of Venice,P47,Backwards
Corfidia gens,Ancient Rome,Roman,The gens Corfidia was a Roman family during the first century BC,P17,Forwards
Publius Aelius Paetus,Roman consul,consul,240 BC160– 174 BC was a Roman consul of the late 3rd century BC,P39,Forwards
Kingdom of Armenia antiquity,Artaxiad dynasty,Artaxiad,Its history is divided into successive reigns by three royal dynasties Orontid 321 BC–200 BC Artaxiad 189 BC–12 AD and Arsacid 52–428,P17,Backwards
Caeculus,Roman mythology,Roman mythology,In Roman mythology Caeculus meaning little blind boy from caecus blind was a son of Vulcan and the legendary founder of Praeneste modern Palestrina,P361,Forwards
Basilicas Park,Zone 1 of Milan,Zone 1,Parco Papa Giovanni Paolo II Pope John Paul II Park best known by its historic name Basilicas Park Parco delle Basiliche in Italian is a city park of Milan Italy located in Zone 1,P131,Forwards
San Giorgio a Cremano,Ercolano,Ercolano,Along with Portici Ercolano Torre del Greco and Torre Annunziata San Giorgio a Cremano is one of the five traditional towns that were to be found heading south from Naples on the coastal road along the Bay of Naples,P47,Backwards
Pedro Gómez Labrador,Spain,Spanish, The range has a 19thcentury Spanish influence called simply el Marquis de Labrador,P27,Forwards
Trajans Parthian campaign,Roman Empire,, TrajanParthamaspates,P710,Forwards
Roman villa of Camino de Albalate,Spain,Spain,Roman villa of Camino de Albalate is a Roman site near Calanda Teruel Aragon Spain,P17,Forwards
Hallein,Austria,Austrian,Hallein German pronunciation32ˈhalaɪ̯n32listen is a historic town in the Austrian state of Salzburg,P17,Forwards
Trechtingshausen,Germany,Germany,Trechtingshausen formerly also Trechtlingshausen is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the MainzBingen district in RhinelandPalatinate Germany,P17,Forwards
Barcelos Portugal,Portugal,Portugal,Barcelos Portuguese pronunciation160bɐɾˈsɛluʃ32listen is a city and a municipality in Braga District in the Minho Province in the north of Portugal,P17,Forwards
Tunis,Tunisia,Tunisia,Tunis Arabic تونس8206 Tūnis is the capital and largest city of Tunisia,P17,Forwards
Pope Boniface VI,Rome,Rome,He was a native of Rome,P20,Forwards
India,South India,South India,In South India the Middle kingdoms exported Dravidianlanguages scripts and religious cultures to the kingdoms of Southeast Asia,P17,Backwards
Odernheim am Glan,Germany,Germany,Odernheim am Glan is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the Bad Kreuznach district in RhinelandPalatinate Germany,P17,Forwards
Reconquista,Kingdom of Asturias,Kingdom of Asturias,The rebellion led by Pelagius defeated a Muslim army in the mountains of northern Hispania and established the independent Christian Kingdom of Asturias,P710,Forwards
Pella town,Greece,Greece,Pella Greek Πέλλα is a small town in the Pella municipality  in the Pella regional unit of Macedonia Greece,P17,Forwards
Heraclea Lyncestis,Bitola,Bitola,Its ruins are situated 2160km 12160mi south of the presentday town of Bitola North Macedonia,P276,Forwards
Gaius Fabius Pictor,Ancient Rome,Roman,Gaius or Caius Fabius Pictor made some of the earliest Roman paintings that have survived,P27,Forwards
OsannMonzel,Germany,Germany,OsannMonzel is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – and a winegrowing centre in the BernkastelWittlich district in RhinelandPalatinate Germany,P17,Forwards
Serbia,Hungary,Hungary,It is situated in the southern Pannonian Plain and central Balkans and borders Hungary to the north Romania to the northeast Bulgaria to the southeast North Macedonia to the south Croatia and Bosnia and Herzegovina to the west and Montenegro to the southwest while claiming a border with Albania through the disputed territory of Kosovo,P47,Backwards
Corniculum ancient Latin town,Italy,Italy,Corniculum was an ancient town in Latium in central Italy,P17,Forwards
Marcus Valerius Maximus Lactuca,Roman consul,Consul,Consul in 456 BC,P39,Forwards
Italy,San Marino,San Marino,A unitary parliamentary republic with Rome as its capital the country covers a total area of 301340160km2 116350160sq160mi and shares land borders with France Switzerland Austria Slovenia and the enclaved microstates of Vatican City and San Marino,P47,Backwards
Kingdom of Italy,AustriaHungary,AustroHungarian Empire,Italy entered into a Triple Alliance with the German Empire and the AustroHungarian Empire in 1882 following strong disagreements with France about the respective colonial expansions,P47,Backwards
Guelphs and Ghibellines,Battle of Cortenuova,Cortenuova,Cortenuova,P361,Backwards
Ancient Rome,Crisis of the Third Century,crisis of the 3rd century,Splinter states such as the Palmyrene Empire would temporarily divide the Empire during the crisis of the 3rd century before some stability was restored in the Tetrarchy phase of imperial rule,P17,Backwards
Viterbo Cathedral,Viterbo,Viterbo,Viterbo Cathedral Italian Duomo di Viterbo or Cattedrale di San Lorenzo is a Roman Catholic cathedral and the principal church of the city of Viterbo Lazio central Italy,P131,Forwards
Volterra,Italy,Italy,Volterra Italian pronunciation160volˈtɛrra Latin Volaterrae is a walled mountaintop town in the Tuscany region of Italy,P17,Forwards
Bay of Gibraltar,Mediterranean Sea,Mediterranean Sea,It opens to the south into the Strait of Gibraltar and the Mediterranean Sea,P361,Forwards
Amphiareion of Oropos,Greece,Greece,Today the site is found east of the modern town Markopoulo Oropou in the Oropos municipality of Attica Greece,P17,Forwards
Albaicín,Spain,Spain,The Albaicín Spanish pronunciation160alβajˈθin or Albayzín Arabic ٱلْبَيّازِينْ8206 as it was known under Muslim rule91disputed32 8211 discuss93 is a district of Granada in the autonomous community of Andalusia Spain,P17,Forwards
Aufidius Lurco,Ancient Rome,Roman,Marcus Aufidius Lurco also known simply as Aufidius Lurco was a Roman magistrate who lived in the 1st century BC,P27,Forwards
Morean War,Republic of Venice,Republic of Venice,The Morean War Italian Guerra di Morea also known as the Sixth Ottoman–Venetian War was fought between 1684–1699 as part of the wider conflict known as the Great Turkish War between the Republic of Venice and the Ottoman Empire,P710,Forwards
Bivio,Surses,Surses,On 1 January 2016 the former municipalities of Bivio Cunter Marmorera Mulegns RiomParsonz Salouf Savognin Sur and TinizongRona merged to form the new municipality of Surses,P131,Forwards
Lucius Aurelius Cotta consul 65 BC,Ancient Rome,Roman,Lucius Aurelius Cotta was a Roman politician from an old noble family who held the offices of praetor 70 BC consul 65 BC and censor 64 BC,P19,Forwards
Proserpina Dam,Spain,Spain,The Proserpina Dam is a Roman gravity dam in Badajoz province Extremadura Spain dating to the 1st or 2nd century AD,P17,Forwards
Hadhramaut,Arabian Peninsula,Arabian Peninsula,Below Map of the Arabian Peninsula in 1914,P276,Forwards
Drina,Serbia,Serbia,The Drina Serbian Cyrillic Дрина pronounced160drǐːna is a 346160km 215160mi long Balkans river which forms a large portion of the border between Bosnia and Herzegovina and Serbia,P17,Forwards
Águilas,Spain,Spain,Águilas Spanish160ˈaɣilas is a municipality and seaport of southeastern Spain in the province of Murcia,P17,Forwards
Pope John VIII,Rome,Rome,When his efforts to obtain assistance from either the Franks or the Byzantines failed John strengthened the defenses of Rome,P19,Forwards
Balbinus,Roman emperor,Roman emperor,Decimus Caelius Calvinus Balbinus died 29 July 238 was Roman emperor with Pupienus for three months in 238 the Year of the Six Emperors,P39,Forwards
Museum of the Risorgimento Milan,Milan,Milanese,The Museum of the Risorgimento Italian Museo del Risorgimento located in the 18thcentury  Milanese Palazzo Moriggia houses a collection of objects and artworks which illustrate the history of Italian unification from Napoleons first Italian campaign of 1796 to the annexation of Rome in 1870,P276,Forwards
Domingos Sequeira,Rome,Rome,Domingos António de Sequeira Lisbon 10 March 1768160821132Rome 8 March 1837 was a famous Portuguese painter at the Royal Court of King John VI of Portugal,P20,Forwards
Karlsbad Baden,Germany,Germany,Karlsbad German32ˈkaʁlsˌbaːt32listen is an administrative area in the district of Karlsruhe in BadenWürttemberg Germany,P17,Forwards
Pracchia,Pistoia,Pistoia,Pracchia is an Italian village and hamlet frazione of the municipality of Pistoia in the province of Pistoia Tuscany,P131,Forwards
Alcantarilla,Spain,Spain,Alcantarilla Spanish pronunciation160alkantaˈɾiʎa is a town and municipality in southeastern Spain in the Autonomous Community of the Region of Murcia,P17,Forwards
Israel,Golan Heights,Golan Heights,Israel has since fought several wars with Arab countries and since the SixDay War in June 1967 held occupied territories including the West Bank Golan Heights and the Gaza Strip still considered occupied after the 2005 disengagement although some legal experts dispute this claim,P17,Backwards
Expedition of the Thousand,Italian unification,Italian unification,However the Expedition was instigated by Francesco Crispi who utilized his political influence to bolster the Italian unification project,P361,Forwards
Assiano,Milan,Milan,Assiano is a rural district quartiere of Milan Italy part of the Zone 7 administrative division,P131,Forwards
Assassination of Julius Caesar,Gaius Cassius Longinus,Gaius Cassius Longinus,At least 60 senators were party to the conspiracy led by Marcus Junius Brutus Gaius Cassius Longinus and Decimus Junius Brutus,P710,Forwards
Pope Gregory XIV,Papal States,Papal States,Pope Gregory XIV Latin Gregorius XIV 11 February 1535160– 16 October 1591 born Niccolò Sfondrato or Sfondrati was head of the Catholic Church and ruler of the Papal States from 5 December 1590 to his death in 1591,P27,Forwards
Brenda Jagger,Yorkshire,Yorkshire,Brenda Jagger born 9 July 1936 in Yorkshire England – d,P19,Forwards
Alcúdia,Spain,Spanish,Catalan pronunciation160əlˈkuðiə is a municipality and township of the Spanish autonomous community of the Balearic Islands,P17,Forwards
Aequum Tuticum,Italy,Italy,Aequum Tuticum was a Roman vicus in  southern Italy about 35160km eastnortheast of Beneventum,P17,Forwards
Idebessos,Turkey,Turkey,Today its ruins are found a short distance to the west of the small village of Kozağacı in the Kumluca district of Antalya Province Turkey,P17,Forwards
Buckinghamshire,Hertfordshire,Hertfordshire,Buckinghamshire ˈbʌkɪŋəmʃər ʃɪər abbreviated Bucks is a ceremonial county in South East England that borders Greater London to the southeast Berkshire to the south Oxfordshire to the west Northamptonshire to the north Bedfordshire to the northeast and Hertfordshire to the east,P47,Backwards
Gian Francesco Albani,Protonotary apostolic,Protonotary apostolic,In October 1740 he was made Protonotary apostolic quickly followed by being made the vicar of the patriarchal Basilica di Santa Maria Maggiore in March 1742,P39,Forwards
Accoleia gens,Ancient Rome,Rome,The gens Accoleia also spelled Acoleia Acculeia and Aculeia was a minor plebeian family at Rome during the latter part of the Republic,P17,Forwards
Roman–Parthian Wars,Parthian Empire,Parthian Empire,Battles between the Parthian Empire and the Roman Republic began in 54160BC,P710,Forwards
Ceri,Italy,Italy,Ceri Italian pronunciation160ˈtʃɛːri is a small town in the Lazio central Italy a frazione of the comune of Cerveteri in the Metropolitan City of Rome,P17,Forwards
Ercole Consalvi,Cardinal Secretary of State,Cardinal Secretary of State,Ercole Consalvi 8 June 1757 8211 24 January 1824 was a deacon and cardinal of the Catholic Church who served twice as Cardinal Secretary of State for the Papal States and who played a crucial role in the postNapoleonic reassertion of the legitimist principle of the divine right of kings of which he was a constant supporter,P39,Forwards
Ervillers,PasdeCalais,PasdeCalais,Ervillers is a commune in the PasdeCalais department in the HautsdeFrance region of France,P131,Forwards
Timeline of animal welfare and rights in Europe,Europe,Europe,This page is a timeline of the major events in the history of animal welfare and rights in Europe,P276,Forwards
Loibl Pass,Austria,Austria,The Loibl Pass German Loiblpass or Ljubelj Pass Slovene prelaz Ljubelj is a high mountain pass in the Karawanks chain of the Southern Limestone Alps linking Austria with Slovenia,P17,Forwards
Hostus Hostilius,Ancient Rome,Ancient Rome,Hostus Hostilius was a nobleman of Ancient Rome during the reign of Romulus,P27,Forwards
Allianoi,Turkey,Turkey,Allianoi Greek Αλλιανοί is an ancient spa settlement with remains dating predominantly from the Roman Empire period 2nd century AD located near the city of Bergama ancient Pergamon in Turkeys İzmir Province,P17,Forwards
Mseilha Fort,Lebanon,Lebanon,The Mseilha Fort Arabic قلعة المسيلحة8206 romanized160Qal‘at alMsaylḥa is a fortification situated north of the Village of Hamat in Lebanon,P17,Forwards
Temple of Apollo Syracuse,Italy,Italy,The Temple of Apollo Greek Ἀπολλώνιον Apollonion is one of the most important ancient Greek monuments on Ortygia in front of the Piazza Pancali in Syracuse Sicily Italy,P17,Forwards
Werner von Urslingen,Holy Roman Empire,Holy Roman Empire,1308 – 1354 was a mercenary of Germanspeaking origins in the Holy Roman Empire,P19,Forwards
Samandağ,Turkey,Turkey,Samandağ Arabic السويدية8206 asSūwaydīyah formerly known as Süveydiye is a town and district in Hatay Province of southern Turkey at the mouth of the Asi River on the Mediterranean coast near Turkeys border with Syria 25160km 16160mi from the city of Antakya,P17,Forwards
Assiano,Italy,Italy,Assiano is a rural district quartiere of Milan Italy part of the Zone 7 administrative division,P17,Forwards
Italy,Vatican City,Vatican City,A unitary parliamentary republic with Rome as its capital the country covers a total area of 301340160km2 116350160sq160mi and shares land borders with France Switzerland Austria Slovenia and the enclaved microstates of Vatican City and San Marino,P47,Forwards
Turkey,Greece,Greece,It shares borders with Greece and Bulgaria to the northwest the Black Sea to the north Georgia to the northeast Armenia Azerbaijan and Iran to the east Iraq to the southeast Syria and the Mediterranean Sea to the south and the Aegean Sea to the west,P47,Backwards
Demographics of Morocco,Morocco,Morocco,This article is about the demographic features of the population of Morocco including population density ethnicity education level health of the populace economic status religious affiliations and other aspects of the population,P276,Forwards
Normandy,Jersey,Jersey,The Channel Islands French Îles AngloNormandes are also historically part of Normandy they cover 194160km2 and comprise two bailiwicks Guernsey and Jersey which are British Crown dependencies,P17,Forwards
Dodecanese,Tilos,Tilos,Of the others Kos and Patmos are historically the more important the remaining twelve are Agathonisi Astypalaia Chalki Kalymnos Karpathos Kasos Leipsoi Leros Nisyros Symi Tilos and Kastellorizo,P361,Backwards
Somma Vesuviana,Italy,Italy,Somma Vesuviana is a town and comune in the Metropolitan City of Naples Campania southern Italy,P17,Forwards
Bartolomeo Pacca,Benevento,Benevento,Bartolomeo Pacca 27 December 1756 Benevento – 19 April 1844 was an Italian cardinal scholar and statesman as Cardinal Secretary of State,P19,Forwards
Siege of Carthage Third Punic War,Carthage,Carthage,The Carthaginians hoped to appease the Romans but despite the Carthaginians surrendering all of their weapons the Romans pressed on to besiege the city of Carthage,P361,Forwards
Catilia gens,Ancient Rome,Roman,The gens Catilia was a Roman family of imperial times,P17,Forwards
Tharros,Italy,Italy,Tharros also spelled Tharras Archaic Greek Θάρρας Hellenistic Greek Tarras or Tarrae Τάρραι was an ancient city and former bishopric on the west coast of Sardinia Italy,P17,Forwards
Lusius Quietus,Ancient Rome,ancient Roman history,As both a general and a highly acclaimed commander he was notably one of the most accomplished Berber statesmen in ancient Roman history,P27,Forwards
Juvanum,Italy,Italy,Juvanum or Jovanum was one of the chief cities of the Caraceni a tribe of Samnites the ruins of which are located in the communes of Montenerodomo and Torricella Peligna in the province of Chieti in the Abruzzo region of Italy,P17,Forwards
Syrtis Major quadrangle,Syrtis Major Planum,Syrtis Major Planum,Syrtis Major quadrangle includes Syrtis Major Planum and parts of Terra Sabaea and Isidis Planitia,P276,Backwards
Rutsweiler an der Lauter,Germany,Germany,Rutsweiler an der Lauter is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the Kusel district in RhinelandPalatinate Germany,P17,Forwards
Sétif,Algeria,Algeria,It is one of the most important cities of eastern Algeria and the country as a whole since it is considered the trade capital of the country,P17,Forwards
Kamarina Sicily,Italy,Italy,Kamarina Greek Καμάρινα Latin Italian amp Sicilian Camarina was an ancient city on the southern coast of Sicily in southern Italy,P17,Forwards
Las Bóvedas thermae,Spain,Spain,Las Bóvedas the domes is the local name for the remains of some Roman baths near San Pedro de Alcántara in Andalusia Southern Spain,P17,Forwards
Quintus Marcius Barea Sura,Ancient Rome,Roman,Quintus Marcius Barea Sura was a Roman Senator of the first century AD,P27,Forwards
Campo de Fiori,Rome,Rome,Campo de Fiori Italian160ˈkampo de ˈfjoːri literally field of flowers is a rectangular square south of Piazza Navona in Rome Italy at the border between rione Parione and rione Regola,P131,Forwards
